Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	289.0	12.9	117.7	2.5	-259.9	4.1	351.4	209.8	625.3	-3631.1	16464.4	140.2	
50.05	291.7	12.2	111.3	2.5	-262.7	4.3	362.4	197.0	611.7	-3255.2	16766.5	122.3	
50.10	294.5	12.1	102.5	2.3	-266.5	4.4	377.1	200.9	600.5	-3051.8	17055.8	105.3	
50.15	297.2	12.3	102.0	2.2	-268.5	4.5	386.5	208.0	592.3	-2997.9	17190.2	98.8	
50.20	300.0	12.6	108.7	2.2	-268.7	4.6	385.1	198.5	579.5	-2833.9	17261.1	100.6	
50.25	302.7	12.5	112.0	2.3	-267.6	4.7	374.3	180.3	560.9	-2564.0	17293.2	105.9	
50.30	305.5	12.3	109.7	2.2	-264.9	4.8	361.2	170.9	546.1	-2360.7	17168.7	116.9	
50.35	308.2	12.1	104.3	2.1	-262.4	4.9	356.5	169.2	537.5	-2165.4	17028.1	118.5	
50.40	311.0	12.0	102.8	1.9	-261.4	5.0	358.9	156.2	527.7	-1837.5	17004.8	108.6	
50.45	313.7	11.7	105.8	2.0	-261.2	5.1	361.0	138.0	512.4	-1564.7	17043.0	94.5	
50.50	316.5	11.4	106.5	2.1	-258.8	5.2	357.2	129.3	496.6	-1593.3	16892.5	89.4	
50.55	319.3	10.8	98.3	2.1	-252.4	5.3	347.1	131.7	485.9	-1794.0	16419.7	87.1	
50.60	322.0	10.6	84.3	1.9	-244.2	5.4	336.6	138.0	479.2	-1839.2	15817.1	72.7	
50.65	324.8	10.6	75.9	1.6	-236.3	5.5	325.7	135.6	472.0	-1872.3	15244.5	55.7	
50.70	327.6	10.7	78.6	1.5	-229.5	5.6	314.0	129.0	464.1	-1938.0	14764.2	54.0	
50.75	330.3	10.7	79.3	1.6	-223.3	5.7	305.6	115.5	458.6	-1800.6	14349.2	46.7	
50.80	333.1	10.7	72.5	1.5	-214.8	5.8	293.1	91.9	453.6	-1345.9	13815.5	37.9	
50.85	335.9	10.7	61.8	1.3	-205.3	5.8	277.6	70.4	447.3	-779.3	13205.2	30.9	
50.90	338.6	10.9	60.8	1.2	-196.0	5.9	259.8	61.3	440.3	-493.2	12577.9	35.3	
50.95	341.4	11.0	67.2	1.2	-188.8	6.0	248.1	52.4	434.7	-304.3	12080.4	37.6	
51.00	344.2	11.0	64.1	1.3	-185.2	6.0	247.9	37.4	430.3	-29.2	11820.1	18.8	
51.05	346.9	11.3	52.1	1.3	-183.4	6.1	254.3	25.4	428.0	203.7	11671.5	-3.4	
51.10	349.7	11.1	41.0	1.1	-182.5	6.2	261.3	31.4	428.2	332.8	11580.6	-20.2	
51.15	352.5	10.8	37.7	1.0	-180.1	6.2	260.7	28.9	429.3	629.2	11386.5	-27.3	
51.20	355.2	11.2	40.9	0.9	-175.4	6.2	248.0	0.7	425.6	1040.3	11043.3	-24.6	
51.25	358.0	11.4	42.5	0.8	-170.8	6.3	233.7	-25.1	422.1	1559.5	10673.2	-21.7	
51.30	0.7	11.5	40.4	0.8	-166.4	6.3	218.2	-43.9	424.7	2117.3	10272.0	-15.9	
51.35	3.5	11.5	35.9	0.5	-165.2	6.4	210.0	-63.2	423.6	2552.0	10091.0	-13.9	
51.40	6.2	11.6	34.2	0.4	-167.4	6.4	210.1	-72.9	419.9	2921.9	10150.2	-26.8	
51.45	9.0	11.7	41.1	0.4	-170.9	6.4	216.3	-84.4	419.0	3131.6	10341.7	-38.2	
51.50	11.7	11.6	44.0	0.6	-175.3	6.4	226.4	-100.6	421.4	3200.8	10619.9	-43.4	
51.55	14.5	11.9	36.0	0.5	-180.4	6.5	241.1	-103.8	427.8	3280.3	10943.7	-51.7	
51.60	17.2	12.4	28.8	0.3	-185.8	6.5	255.5	-104.7	433.5	3463.4	11272.3	-63.8	
51.65	20.0	12.8	27.4	0.2	-189.7	6.5	263.8	-121.5	440.5	3797.3	11427.9	-73.4	
51.70	22.7	12.6	31.9	0.1	-192.8	6.5	268.4	-145.2	448.5	4241.7	11462.0	-77.6	
51.75	25.5	12.6	39.1	0.2	-194.7	6.5	267.9	-167.8	455.5	4685.6	11403.8	-74.1	
51.80	28.2	12.7	37.8	0.3	-196.2	6.5	263.9	-191.1	457.9	5087.9	11325.0	-73.1	
51.85	31.0	12.9	29.2	0.2	-198.3	6.5	260.8	-207.5	461.2	5534.5	11262.6	-82.1	
51.90	33.7	13.2	28.2	0.0	-200.1	6.5	262.3	-215.4	468.0	5835.4	11231.6	-87.4	
51.95	36.5	13.4	33.9	0.0	-200.7	6.5	265.0	-218.5	478.1	5917.2	11218.3	-82.8	
52.00	39.2	13.3	37.2	0.1	-202.9	6.5	271.8	-218.8	487.1	6006.5	11333.2	-81.9	
52.05	42.0	13.5	34.8	0.1	-205.8	6.5	276.6	-228.7	494.1	6187.8	11450.9	-87.2	
52.10	44.7	13.6	-92.0	-0.0	209.2	6.5	280.4	-241.9	502.4	6510.5	11518.2	-92.4	
52.15	47.4	13.6	-95.4	-0.2	212.4	6.5	281.7	-248.8	514.0	6982.8	11492.0	-94.7	
52.20	50.2	13.8	-91.8	-0.2	213.9	6.5	273.1	-264.0	521.2	7445.5	11320.7	-93.0	
52.25	52.9	13.9	-87.4	-0.2	213.7	6.5	256.8	-287.0	523.7	7872.0	10983.4	-90.7	
52.30	55.7	13.9	-85.7	-0.2	211.6	6.5	239.4	-302.4	530.1	8259.4	10484.2	-89.7	
52.35	58.4	13.5	-86.3	-0.2	206.7	6.5	220.3	-307.4	539.2	8419.8	9893.5	-83.2	
52.40	61.1	13.5	-86.3	-0.4	201.6	6.5	206.5	-303.0	546.1	8392.1	9441.7	-75.2	
52.45	63.9	13.8	-81.6	-0.4	199.5	6.5	204.2	-295.5	555.6	8348.5	9291.0	-71.2	
52.50	66.6	13.8	-75.8	-0.3	200.8	6.4	213.0	-301.8	568.4	8317.1	9396.7	-73.6	
52.55	69.3	13.6	-75.4	-0.1	204.0	6.4	225.4	-313.0	583.6	8387.5	9573.2	-78.0	
52.60	72.0	13.4	-83.1	-0.1	209.2	6.4	235.1	-319.2	599.5	8734.5	9734.3	-85.4	
52.65	74.8	13.3	-88.8	-0.1	213.1	6.4	231.4	-332.5	609.4	9081.7	9772.7	-83.5	
52.70	77.5	13.2	-90.6	-0.3	215.7	6.4	221.6	-347.4	617.6	9355.8	9755.2	-75.4	
52.75	80.2	13.2	-87.5	-0.4	218.5	6.4	219.0	-348.8	628.3	9535.1	9857.3	-71.1	
52.80	82.9	13.3	-84.0	-0.4	221.3	6.4	225.2	-348.8	638.4	9516.8	10151.7	-65.4	
52.85	85.6	13.4	-90.8	-0.5	226.0	6.4	242.7	-349.7	649.5	9399.3	10686.2	-70.1	
52.90	88.3	13.5	-98.8	-0.7	232.9	6.3	271.6	-340.3	667.7	9337.9	11364.0	-84.0	
52.95	91.0	13.4	-97.4	-0.7	238.6	6.3	295.7	-335.4	688.2	9248.3	11923.3	-90.0	
53.00	93.7	13.4	-94.3	-0.7	242.5	6.3	308.7	-335.9	703.8	9112.1	12350.0	-86.3	
53.05	96.4	13.3	-97.3	-0.6	247.8	6.2	317.9	-335.1	715.4	9138.6	12790.8	-92.4	
53.10	99.1	13.3	-103.7	-0.7	253.4	6.2	323.0	-341.6	725.3	9303.2	13160.2	-101.2	
53.15	101.8	13.2	-112.7	-0.8	257.1	6.2	322.8	-350.7	733.9	9449.9	13367.4	-105.3	
53.20	104.5	13.0	-115.0	-1.1	258.5	6.1	321.1	-352.9	742.9	9509.1	13443.8	-102.7	
53.25	107.2	12.8	-107.5	-1.2	258.8	6.0	320.0	-348.8	751.8	9435.7	13530.0	-94.1	
53.30	109.9	12.8	-101.5	-1.3	259.9	6.0	322.1	-342.4	760.4	9255.8	13753.7	-84.2	
53.35	112.5	12.8	-100.2	-1.3	261.8	5.9	330.6	-331.3	770.3	9005.5	14086.8	-78.1	
53.40	115.2	12.8	-97.5	-1.3	263.1	5.9	340.9	-317.6	784.3	8753.2	14356.7	-73.1	
53.45	117.9	12.5	-95.6	-1.3	262.8	5.8	345.0	-307.6	797.8	8594.4	14425.1	-70.3	
53.50	120.6	12.4	-97.4	-1.3	261.5	5.7	340.1	-305.2	809.9	8637.5	14297.7	-70.5	
53.55	123.3	12.4	-98.8	-1.4	260.3	5.7	328.6	-305.4	819.6	8778.4	14120.9	-65.4	
53.60	125.9	12.0	-95.9	-1.5	258.4	5.6	312.2	-307.5	825.1	8849.7	13939.7	-50.0	
53.65	128.6	11.9	-92.6	-1.7	258.0	5.5	305.4	-309.4	831.1	8923.4	13859.1	-42.2	
53.70	131.3	11.9	-90.7	-1.7	259.6	5.4	314.1	-301.8	842.7	8983.0	13955.2	-48.9	
53.75	133.9	12.1	-88.9	-1.6	261.8	5.3	326.2	-298.0	856.9	8894.4	14168.7	-51.5	
53.80	136.6	12.1	-89.1	-1.6	262.8	5.3	332.5	-288.1	865.9	8647.6	14410.0	-47.1	
