Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	328.4	9.3	0.0	0.0	18.9	-0.1	167.6	128.8	240.2	-2637.5	8628.1	18.9	
50.05	330.6	9.4	0.0	0.0	8.6	-0.1	172.6	119.0	233.7	-2324.1	8622.7	8.6	
50.10	332.9	9.5	0.0	0.0	5.4	-0.1	173.7	111.6	227.3	-2104.0	8582.3	5.4	
50.15	335.2	9.5	0.0	0.0	16.8	-0.1	168.2	108.4	221.2	-2029.0	8465.8	16.8	
50.20	337.5	9.4	0.0	0.0	23.1	-0.1	165.4	106.5	216.9	-1858.7	8417.6	23.1	
50.25	339.7	9.3	0.0	0.0	19.5	-0.1	167.7	93.3	213.9	-1516.7	8479.0	19.5	
50.30	342.0	9.2	0.0	0.0	18.3	-0.1	171.1	75.3	211.3	-1208.5	8606.4	18.3	
50.35	344.3	9.1	0.0	0.0	21.6	-0.1	173.6	65.7	208.7	-970.5	8758.3	21.6	
50.40	346.5	9.0	0.0	0.0	19.3	-0.1	178.1	55.0	203.1	-735.8	8994.2	19.3	
50.45	348.8	9.1	0.0	0.0	10.4	-0.1	185.9	38.7	196.8	-435.9	9293.1	10.4	
50.50	351.1	9.2	0.0	0.0	1.5	-0.1	194.4	24.0	196.4	-126.8	9525.3	1.5	
50.55	353.4	9.1	0.0	0.0	5.7	-0.1	195.6	13.6	199.1	15.2	9569.4	5.7	
50.60	355.7	9.2	0.0	0.0	12.1	-0.1	191.4	8.1	197.1	109.2	9525.3	12.1	
50.65	357.9	9.3	0.0	0.0	12.7	-0.1	186.1	2.5	192.7	296.0	9462.1	12.7	
50.70	0.2	9.6	0.0	0.0	14.5	-0.1	181.9	-10.5	193.6	547.7	9366.4	14.5	
50.75	2.4	9.4	0.0	0.0	18.5	-0.1	181.5	-21.9	199.5	803.9	9307.9	18.5	
50.80	4.7	9.2	0.0	0.0	18.5	-0.1	183.6	-28.8	201.7	1068.3	9360.1	18.5	
50.85	7.0	9.1	0.0	0.0	15.9	-0.1	183.2	-43.3	197.7	1381.4	9468.0	15.9	
50.90	9.2	9.2	0.0	0.0	9.6	-0.1	187.6	-57.0	196.8	1757.8	9657.2	9.6	
50.95	11.5	9.3	0.0	0.0	1.7	-0.1	198.8	-66.8	205.2	2142.3	9880.8	1.7	
51.00	13.8	9.3	0.0	0.0	-0.4	-0.1	207.7	-79.9	213.0	2394.7	10081.3	-0.4	
51.05	16.1	9.1	0.0	0.0	-4.2	-0.1	212.7	-90.6	212.3	2631.4	10315.7	-4.2	
51.10	18.3	9.1	0.0	0.0	-7.9	-0.1	215.6	-98.4	210.8	2905.6	10523.0	-7.9	
51.15	20.6	9.3	0.0	0.0	-4.3	-0.1	216.8	-112.9	218.1	3187.5	10588.3	-4.3	
51.20	22.9	9.5	0.0	0.0	-1.6	-0.1	219.1	-129.9	229.0	3562.3	10614.4	-1.6	
51.25	25.2	9.4	0.0	0.0	-6.1	-0.1	220.3	-146.1	231.4	4040.1	10717.4	-6.1	
51.30	27.4	9.3	0.0	0.0	-8.5	-0.1	217.1	-165.2	227.7	4483.5	10809.9	-8.5	
51.35	29.7	9.3	0.0	0.0	-10.3	-0.1	217.3	-175.2	232.5	4830.4	10862.6	-10.3	
51.40	32.0	9.4	0.0	0.0	-14.9	-0.1	221.2	-179.7	243.6	5117.0	10897.2	-14.9	
51.45	34.3	9.4	0.0	0.0	-17.5	-0.1	221.0	-190.7	247.5	5377.3	10919.9	-17.5	
51.50	36.5	9.3	0.0	0.0	-19.0	-0.1	218.5	-197.0	247.6	5613.5	10939.9	-19.0	
51.55	38.8	9.2	0.0	0.0	-16.6	-0.1	215.8	-197.4	255.5	5746.5	10886.6	-16.6	
51.60	41.0	9.1	0.0	0.0	-11.6	-0.1	212.9	-203.8	267.7	5849.3	10789.5	-11.6	
51.65	43.3	8.8	0.0	0.0	-14.7	-0.1	213.1	-217.7	274.5	6121.1	10815.5	-14.7	
51.70	45.6	8.7	0.0	0.0	-20.3	-0.1	215.6	-232.9	277.4	6452.6	10930.2	-20.3	
51.75	47.9	8.7	0.0	0.0	-21.1	-0.1	217.1	-244.9	284.3	6695.3	10968.0	-21.1	
51.80	50.1	8.8	0.0	0.0	-22.3	-0.1	220.0	-248.2	295.7	6871.4	10962.4	-22.3	
51.85	52.4	8.9	0.0	0.0	-24.7	-0.1	221.7	-256.7	303.7	7005.7	10981.8	-24.7	
51.90	54.7	9.1	0.0	0.0	-25.2	-0.1	223.3	-268.8	307.6	7069.4	11066.5	-25.2	
51.95	56.9	9.3	0.0	0.0	-25.2	-0.1	230.1	-270.4	316.8	7085.8	11221.8	-25.2	
52.00	59.2	9.3	0.0	0.0	-27.5	-0.1	241.2	-265.2	332.1	7084.6	11443.9	-27.5	
52.05	61.5	9.2	0.0	0.0	-31.0	-0.1	252.1	-266.8	344.6	7141.3	11758.0	-31.0	
52.10	63.7	9.1	0.0	0.0	-37.5	-0.1	261.0	-274.7	351.9	7295.2	12145.9	-37.5	
52.15	66.0	8.9	0.0	0.0	-41.0	-0.1	265.8	-285.2	359.3	7487.3	12443.5	-41.0	
52.20	68.3	8.8	0.0	0.0	-40.6	-0.1	268.2	-291.3	371.2	7699.2	12565.0	-40.6	
52.25	70.5	8.6	0.0	0.0	-40.2	-0.1	269.5	-295.9	384.1	7952.1	12602.5	-40.2	
52.30	72.8	8.7	0.0	0.0	-38.7	-0.1	268.7	-302.8	393.8	8126.9	12669.2	-38.7	
52.35	75.1	8.8	0.0	0.0	-36.7	-0.1	268.7	-310.2	402.6	8156.9	12798.7	-36.7	
52.40	77.3	8.9	0.0	0.0	-38.7	-0.1	273.4	-312.1	413.9	8130.3	12985.0	-38.7	
52.45	79.6	8.9	0.0	0.0	-45.0	-0.1	282.5	-309.3	426.9	8145.5	13193.5	-45.0	
52.50	81.8	8.8	0.0	0.0	-49.5	-0.1	291.7	-310.6	439.1	8222.8	13360.1	-49.5	
52.55	84.1	8.7	0.0	0.0	-52.8	-0.1	298.1	-314.6	450.5	8352.1	13463.8	-52.8	
52.60	86.4	8.8	0.0	0.0	-56.2	-0.1	300.6	-319.6	460.6	8507.5	13525.0	-56.2	
52.65	88.6	8.8	0.0	0.0	-58.1	-0.1	299.8	-323.3	470.1	8640.2	13556.1	-58.1	
52.70	90.9	8.6	0.0	0.0	-54.7	-0.1	294.8	-325.6	479.7	8725.9	13546.1	-54.7	
52.75	93.1	8.6	0.0	0.0	-51.7	-0.1	289.2	-328.1	489.5	8803.6	13513.5	-51.7	
52.80	95.4	8.7	0.0	0.0	-54.1	-0.1	290.0	-321.0	502.0	8815.4	13524.6	-54.1	
52.85	97.6	8.7	0.0	0.0	-55.8	-0.1	293.9	-314.3	515.0	8680.0	13568.4	-55.8	
