Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	165.9	30.7	-10.6	0.0	-33.9	90.0	55.8	-34.0	275.0	-358.9	965.8	-70.3	
50.05	165.9	31.4	-9.5	0.0	-34.1	90.0	50.6	-22.4	272.4	-643.3	861.6	-66.7	
50.10	165.9	31.8	-10.8	0.0	-33.5	90.0	45.5	-17.9	273.8	-759.3	720.1	-70.7	
50.15	165.9	31.9	-12.7	0.0	-32.8	90.0	43.9	-17.2	276.3	-757.6	651.4	-76.5	
50.20	165.9	31.7	-10.5	0.0	-33.3	90.0	45.9	-14.4	275.4	-758.5	702.3	-69.4	
50.25	165.8	30.9	-8.0	0.0	-34.2	90.0	46.7	-10.5	273.1	-828.7	731.3	-61.7	
50.30	165.8	30.0	-7.3	0.0	-34.9	90.0	46.9	-10.3	274.2	-917.7	702.9	-59.9	
50.35	165.8	29.5	-5.3	0.0	-36.1	90.0	49.3	-10.6	275.6	-1016.0	703.8	-54.3	
50.40	165.8	29.6	-3.5	0.0	-36.8	90.0	53.3	-6.3	274.5	-1041.1	752.6	-48.9	
50.45	165.7	28.9	-3.7	0.0	-35.5	90.0	52.1	-4.4	274.7	-951.4	705.9	-48.1	
50.50	165.7	27.8	-5.0	0.0	-33.3	90.0	46.4	-10.0	276.9	-869.8	562.1	-50.5	
50.55	165.6	26.3	-5.7	0.0	-31.9	90.0	42.5	-14.8	277.0	-819.0	442.5	-51.5	
50.60	165.6	26.2	-6.1	0.0	-30.3	90.0	41.5	-9.7	275.8	-716.5	395.8	-51.1	
50.65	165.6	26.2	-6.8	0.0	-28.9	90.0	42.8	-3.7	277.8	-584.8	411.6	-52.4	
50.70	165.5	26.3	-5.9	0.0	-29.1	90.0	45.3	-6.7	278.7	-532.1	485.1	-49.2	
50.75	165.5	27.3	-4.2	0.0	-30.1	90.0	46.9	-13.4	274.8	-526.1	584.4	-44.4	
50.80	165.5	27.0	-4.9	0.0	-29.8	90.0	45.0	-13.2	273.8	-501.2	587.2	-46.5	
50.85	165.5	26.1	-6.0	0.0	-30.0	90.0	46.7	-10.2	279.3	-521.4	575.7	-50.4	
50.90	165.5	26.6	-5.4	0.0	-31.7	90.0	53.7	-12.1	281.3	-555.9	689.5	-50.4	
50.95	165.4	26.4	-5.9	0.0	-32.5	90.0	53.7	-11.8	277.7	-561.4	766.5	-52.6	
51.00	165.4	26.1	-8.0	0.0	-31.3	90.0	48.9	-12.3	277.3	-427.2	760.1	-58.9	
51.05	165.4	25.7	-9.5	0.0	-31.4	90.0	50.0	-18.3	279.6	-251.0	830.5	-63.9	
51.10	165.4	25.7	-8.2	0.0	-34.1	90.0	58.0	-17.0	277.9	-188.1	1040.6	-62.4	
51.15	165.3	25.9	-8.7	0.0	-35.5	90.0	59.0	-6.7	274.7	-183.3	1147.7	-65.2	
51.20	165.3	25.9	-10.1	0.0	-34.6	90.0	53.1	-2.6	275.8	-193.8	1099.9	-69.3	
51.25	165.3	26.5	-10.6	0.0	-34.4	90.0	51.0	-8.5	279.2	-183.4	1082.5	-70.6	
51.30	165.3	26.8	-10.5	0.0	-35.8	90.0	55.0	-16.5	277.6	-49.0	1193.9	-71.7	
51.35	165.2	26.5	-11.5	0.0	-37.1	90.0	56.9	-23.2	275.8	238.7	1261.2	-76.8	
51.40	165.2	26.7	-14.4	0.0	-38.7	90.0	59.2	-28.6	278.7	541.8	1275.3	-88.2	
51.45	165.1	26.9	-15.5	0.0	-40.7	90.0	63.3	-35.0	280.9	762.0	1313.2	-93.9	
51.50	165.1	27.0	-13.4	0.0	-40.8	90.0	63.3	-34.3	277.9	783.9	1313.9	-86.8	
51.55	165.1	27.3	-10.4	0.0	-38.2	90.0	58.7	-23.8	274.2	613.6	1209.2	-74.0	
51.60	165.0	27.6	-8.8	0.0	-34.1	90.0	53.5	-11.5	277.3	377.3	1000.0	-64.3	
51.65	165.0	27.7	-8.1	0.0	-30.3	90.0	48.9	-3.9	281.2	210.4	768.8	-58.1	
51.70	164.9	28.3	-8.0	0.0	-27.9	90.0	46.1	2.0	278.9	104.1	615.6	-55.2	
51.75	164.9	28.7	-8.1	0.0	-26.5	90.0	44.4	-0.1	276.1	39.1	526.7	-54.4	
51.80	164.9	28.8	-8.8	0.0	-25.5	90.0	43.4	-12.2	278.5	83.5	441.3	-55.8	
51.85	164.8	28.0	-10.7	0.0	-23.2	90.0	37.7	-17.8	280.2	56.8	273.1	-59.8	
51.90	164.8	27.8	-11.1	0.0	-22.3	90.0	36.3	-10.4	276.3	-133.6	183.0	-60.3	
51.95	164.8	28.0	-7.7	0.0	-24.4	90.0	38.7	1.5	275.0	-353.6	152.7	-50.7	
52.00	164.7	28.1	-4.8	0.0	-26.0	90.0	36.8	13.3	280.3	-494.8	55.2	-42.5	
52.05	164.7	28.9	-3.2	0.0	-27.0	90.0	32.3	17.3	280.6	-585.4	-7.5	-38.1	
52.10	164.6	29.6	-2.8	0.0	-27.9	90.0	29.6	16.2	273.4	-668.5	17.3	-37.4	
52.15	164.6	30.0	-3.7	0.0	-28.3	90.0	31.6	13.1	271.9	-690.0	83.1	-40.8	
52.20	164.6	31.0	-7.5	0.0	-28.0	90.0	37.6	6.7	277.9	-622.9	201.7	-53.8	
52.25	164.5	31.8	-7.4	0.0	-29.8	90.0	43.3	7.0	279.5	-654.7	411.0	-55.3	
52.30	164.5	31.8	-4.1	0.0	-34.5	90.0	47.9	12.0	273.2	-880.7	686.9	-48.4	
52.35	164.5	31.9	-3.2	0.0	-38.9	90.0	47.9	16.2	272.1	-1196.2	819.3	-49.9	
52.40	164.5	31.9	-4.1	0.0	-42.1	90.0	47.5	20.9	277.5	-1455.6	847.2	-56.2	
52.45	164.5	31.6	-5.3	0.0	-44.6	90.0	50.2	25.0	277.0	-1601.1	958.4	-62.9	
52.50	164.4	31.7	-6.7	0.0	-46.3	90.0	53.4	27.3	271.7	-1630.5	1131.7	-69.3	
52.55	164.4	32.4	-8.7	0.0	-45.7	90.0	51.7	22.7	270.1	-1541.0	1197.8	-75.7	
52.60	164.4	33.4	-11.4	0.0	-45.0	90.0	47.7	16.5	271.9	-1513.6	1169.9	-84.0	
52.65	164.4	32.3	-8.9	0.0	-46.7	90.0	49.6	20.2	272.6	-1627.8	1215.9	-77.1	
52.70	164.4	32.2	-6.7	0.0	-49.9	90.0	56.9	28.9	273.0	-1790.5	1349.8	-72.7	
