Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	316.8	21.7	40.6	0.8	-175.9	15.1	288.8	115.7	498.0	-1903.0	10721.8	-43.5	
50.05	319.5	20.8	46.7	1.0	-167.4	15.2	269.9	90.9	489.4	-1485.2	10222.8	-28.0	
50.10	322.3	20.2	50.0	1.2	-159.3	15.2	248.7	84.0	475.4	-1250.0	9713.2	-11.5	
50.15	325.0	19.8	50.0	1.3	-152.6	15.3	231.0	81.8	463.6	-1093.3	9276.3	5.8	
50.20	327.8	19.6	46.1	1.2	-148.5	15.3	223.0	80.2	462.8	-875.1	9012.5	18.1	
50.25	330.5	19.5	44.6	1.1	-150.3	15.4	228.3	81.4	464.8	-638.5	9155.1	22.7	
50.30	333.3	19.4	49.8	1.0	-157.3	15.5	241.8	71.1	458.4	-454.1	9674.5	23.7	
50.35	336.1	19.2	51.9	1.0	-166.4	15.5	263.3	50.9	452.8	-33.2	10329.8	9.2	
50.40	338.9	19.1	46.1	1.0	-176.5	15.6	293.5	25.6	458.5	678.7	10992.1	-22.2	
50.45	341.7	18.6	42.4	1.0	-183.1	15.6	309.0	-3.2	464.5	1312.9	11387.2	-36.7	
50.50	344.4	18.2	45.8	1.0	-185.1	15.7	300.3	-24.8	458.3	1739.7	11513.6	-25.1	
50.55	347.2	18.2	51.6	1.0	-187.3	15.7	289.5	-40.1	445.2	2070.5	11668.1	-13.2	
50.60	350.0	18.8	50.6	1.1	-191.8	15.8	293.9	-55.4	440.6	2390.5	11935.2	-22.5	
50.65	352.8	19.0	43.5	1.0	-197.1	15.8	309.4	-66.1	445.4	2691.8	12226.8	-44.2	
50.70	355.6	18.6	41.6	1.0	-198.3	15.9	312.7	-68.7	445.4	2795.5	12287.2	-48.4	
50.75	358.4	19.0	47.0	1.0	-194.7	15.9	300.0	-71.7	436.5	2785.1	12049.5	-31.5	
50.80	1.1	19.4	51.0	1.0	-189.1	16.0	285.8	-77.0	433.9	2914.1	11619.8	-19.9	
50.85	3.9	19.8	50.0	1.1	-185.4	16.0	282.8	-81.5	445.8	3283.7	11226.2	-25.3	
50.90	6.7	20.0	45.3	1.2	-184.4	16.1	284.7	-91.7	456.9	3714.1	10990.2	-38.2	
50.95	9.5	20.1	41.2	1.2	-184.7	16.1	284.1	-112.0	456.8	4052.5	10872.2	-44.2	
51.00	12.3	20.2	38.9	1.1	-185.7	16.2	282.3	-138.5	453.9	4393.5	10793.5	-46.2	
51.05	15.1	20.3	33.2	1.0	-186.9	16.2	281.9	-159.2	457.7	4814.0	10681.2	-59.2	
51.10	17.9	20.2	29.5	0.9	-186.8	16.3	280.1	-164.8	464.3	5042.1	10554.8	-65.6	
51.15	20.7	19.9	31.0	0.8	-187.9	16.3	282.8	-171.7	467.2	5171.4	10561.1	-69.0	
51.20	23.5	20.0	35.7	0.8	-190.2	16.4	286.6	-198.4	473.4	5526.3	10516.1	-76.1	
51.25	26.3	20.1	36.2	1.0	-191.1	16.4	286.6	-227.1	485.1	5955.4	10291.7	-90.1	
51.30	29.2	20.2	34.5	1.2	-187.9	16.5	278.0	-236.1	494.3	6063.2	9937.2	-87.5	
51.35	32.0	20.4	32.1	1.2	-184.2	16.5	266.0	-233.4	497.9	6161.2	9583.3	-76.5	
51.40	34.8	20.6	29.0	1.2	-183.3	16.6	253.8	-246.1	501.6	6638.4	9167.3	-79.9	
51.45	37.6	20.6	31.5	1.2	-183.2	16.7	242.1	-271.8	508.1	7196.9	8678.2	-75.8	
51.50	40.4	20.3	36.2	1.2	-181.8	16.7	237.0	-282.5	516.4	7476.3	8277.4	-61.9	
51.55	43.2	20.2	38.0	1.2	-179.6	16.8	232.3	-280.0	527.4	7573.1	7960.3	-51.3	
51.60	46.0	20.3	34.9	1.2	-180.6	16.8	228.6	-285.3	535.9	7828.0	7805.8	-56.0	
51.65	48.9	20.5	31.2	1.1	-184.6	16.9	231.6	-294.9	544.6	8191.7	7815.3	-67.9	
51.70	51.7	20.1	32.1	1.1	-187.0	16.9	237.1	-299.1	562.4	8420.0	7787.5	-72.7	
51.75	54.5	20.0	35.6	1.1	-187.6	17.0	240.6	-307.6	580.5	8452.1	7758.2	-67.8	
51.80	57.4	20.0	33.1	1.1	-191.1	17.1	243.9	-321.8	589.6	8601.9	7923.7	-73.8	
51.85	60.2	20.0	24.6	0.9	-197.5	17.1	245.9	-342.3	596.1	8992.3	8130.5	-97.4	
51.90	63.1	20.5	21.1	0.8	-202.7	17.1	250.8	-367.6	606.4	9300.5	8260.2	-112.2	
51.95	65.9	21.1	24.3	0.8	-205.8	17.2	263.2	-371.9	623.9	9458.3	8368.9	-116.8	
52.00	68.7	21.6	28.6	0.9	-206.5	17.2	269.8	-369.6	641.0	9492.5	8376.6	-121.4	
52.05	71.5	22.1	31.1	1.0	-204.5	17.3	261.4	-374.5	646.8	9365.1	8294.7	-117.5	
52.10	74.4	22.2	28.3	1.1	-200.4	17.3	247.0	-371.0	654.6	9235.2	8010.2	-113.7	
52.15	77.2	21.7	25.7	1.1	-194.5	17.4	239.5	-360.1	672.8	9073.3	7546.8	-106.6	
52.20	80.0	21.7	24.9	1.0	-187.9	17.4	233.3	-344.5	696.6	8923.8	6988.6	-95.4	
52.25	82.8	21.2	25.8	0.9	-184.2	17.5	226.5	-334.2	713.0	8874.1	6635.8	-83.4	
52.30	85.6	19.9	26.0	0.9	-182.1	17.5	212.7	-342.2	720.1	8833.9	6417.6	-85.8	
52.35	88.5	19.1	26.2	0.9	-178.6	17.6	196.3	-348.0	728.9	8717.0	6124.7	-89.5	
52.40	91.3	18.7	24.1	0.9	-173.2	17.6	183.0	-334.0	746.0	8549.4	5717.6	-91.1	
