Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	304.7	19.0	-56.3	-0.4	147.5	21.2	232.0	165.2	440.5	-3015.0	8332.7	-43.5	
50.05	307.2	19.0	-52.6	-0.5	146.2	21.2	221.8	166.3	420.3	-2670.7	8386.3	-25.6	
50.10	309.7	19.2	-45.6	-0.5	141.9	21.2	212.4	138.2	407.0	-2212.4	8264.6	-15.2	
50.15	312.3	19.5	-39.0	-0.4	134.4	21.1	204.7	120.3	408.3	-1874.3	7808.4	-9.3	
50.20	314.8	19.9	-33.1	-0.3	126.2	21.1	194.7	116.1	410.2	-1730.6	7238.4	-0.3	
50.25	317.3	20.3	-30.5	-0.2	120.1	21.1	181.1	106.8	399.0	-1559.6	6861.5	5.8	
50.30	319.9	20.6	-31.0	-0.2	117.8	21.1	173.5	94.5	386.7	-1083.8	6818.5	3.9	
50.35	322.4	20.9	-32.4	-0.1	120.1	21.1	179.0	85.4	381.9	-714.3	7047.3	3.5	
50.40	324.9	21.1	-30.6	-0.0	125.1	21.1	190.6	75.7	374.7	-591.2	7422.2	5.5	
50.45	327.5	21.8	38.9	0.1	-129.7	21.1	199.0	67.7	362.3	-274.5	7786.4	-7.1	
50.50	330.0	21.8	33.5	0.1	-134.1	21.1	204.9	51.1	351.2	191.8	8127.9	-16.5	
50.55	332.5	21.5	-46.1	-0.0	138.3	21.1	212.8	35.7	350.7	582.9	8415.3	-8.3	
50.60	335.1	20.8	-48.3	-0.2	143.6	21.1	226.0	30.0	353.5	896.9	8753.9	-6.0	
50.65	337.8	20.5	-33.1	-0.2	156.1	21.1	239.6	69.6	350.0	-1431.3	9574.4	48.7	
50.70	340.5	20.4	-54.4	-0.2	167.1	21.1	266.3	30.6	348.3	-1100.8	10402.7	-18.3	
50.75	343.0	20.3	-89.3	-0.3	174.3	21.1	302.6	64.6	364.4	-453.1	10867.3	-125.2	
