Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	285.7	10.3	0.0	0.0	97.0	-0.1	320.9	253.5	605.8	-5172.7	14827.1	97.0	
50.05	288.4	10.5	0.0	0.0	87.5	-0.1	321.7	244.2	591.1	-4888.6	14799.8	87.5	
50.10	291.1	10.8	0.0	0.0	92.5	-0.1	313.3	231.7	574.5	-4707.6	14663.0	92.5	
50.15	293.7	11.3	0.0	0.0	98.8	-0.1	303.3	228.8	560.2	-4560.3	14427.0	98.8	
50.20	296.4	11.7	0.0	0.0	96.9	-0.1	296.3	226.1	548.2	-4305.6	14152.6	96.9	
50.25	299.1	11.9	0.0	0.0	92.2	-0.1	293.0	212.8	537.2	-3949.7	13933.1	92.2	
50.30	301.8	11.8	0.0	0.0	86.6	-0.1	296.4	200.2	527.7	-3623.4	13874.0	86.6	
50.35	304.5	11.8	0.0	0.0	80.5	-0.1	302.5	189.2	515.9	-3413.5	13962.8	80.5	
50.40	307.1	11.9	0.0	0.0	70.1	-0.1	308.2	183.1	499.5	-3210.3	14159.6	70.1	
50.45	309.8	12.0	0.0	0.0	64.5	-0.1	311.6	181.9	483.7	-2977.7	14385.4	64.5	
50.50	312.5	11.8	0.0	0.0	74.6	-0.1	308.1	171.5	473.3	-2830.3	14492.3	74.6	
50.55	315.2	11.4	0.0	0.0	86.5	-0.1	302.8	157.4	465.0	-2689.9	14554.8	86.5	
50.60	317.9	11.4	0.0	0.0	85.7	-0.1	303.3	153.6	452.9	-2526.2	14760.5	85.7	
50.65	320.6	11.4	0.0	0.0	84.3	-0.1	305.5	147.2	440.6	-2402.5	15028.9	84.3	
50.70	323.2	11.5	0.0	0.0	82.8	-0.1	312.1	132.9	434.7	-2194.9	15311.4	82.8	
