Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	121.2	10.2	0.0	0.0	-46.8	-0.1	288.5	-262.6	709.3	6805.0	13288.0	-46.8	
50.05	123.6	10.3	0.0	0.0	-37.8	-0.1	277.4	-254.6	722.3	6620.9	12979.6	-37.8	
50.10	126.1	10.5	0.0	0.0	-27.0	-0.1	265.2	-240.5	735.2	6425.1	12665.5	-27.0	
50.15	128.6	10.7	0.0	0.0	-21.5	-0.1	255.3	-234.2	744.3	6338.8	12407.9	-21.5	
50.20	131.0	10.7	0.0	0.0	-26.0	-0.1	255.4	-237.6	755.7	6442.6	12272.2	-26.0	
50.25	133.5	10.5	0.0	0.0	-33.3	-0.1	263.2	-234.3	767.8	6513.7	12240.3	-33.3	
50.30	136.0	10.4	0.0	0.0	-31.2	-0.1	268.0	-228.7	775.2	6418.8	12234.9	-31.2	
50.35	138.5	10.4	0.0	0.0	-30.1	-0.1	270.7	-224.4	779.3	6347.7	12269.4	-30.1	
50.40	141.0	10.5	0.0	0.0	-35.8	-0.1	276.3	-214.8	784.1	6263.5	12350.3	-35.8	
50.45	143.4	10.6	0.0	0.0	-33.8	-0.1	278.0	-208.3	792.9	6050.6	12307.3	-33.8	
50.50	145.9	10.7	0.0	0.0	-28.0	-0.1	275.1	-195.3	803.0	5813.2	12157.5	-28.0	
50.55	148.4	10.7	0.0	0.0	-24.3	-0.1	266.6	-183.2	807.7	5642.1	11943.3	-24.3	
50.60	150.9	10.5	0.0	0.0	-17.7	-0.1	253.1	-175.8	805.6	5434.0	11657.2	-17.7	
50.65	153.4	11.0	0.0	0.0	-10.9	-0.1	243.3	-166.3	809.0	5187.1	11389.7	-10.9	
50.70	155.8	11.3	0.0	0.0	-8.7	-0.1	241.7	-153.2	815.7	4875.1	11265.7	-8.7	
50.75	158.3	11.5	0.0	0.0	-9.7	-0.1	243.7	-141.7	816.6	4480.8	11305.9	-9.7	
50.80	160.8	11.7	0.0	0.0	-13.5	-0.1	248.9	-126.1	816.2	4034.7	11441.5	-13.5	
50.85	163.3	11.5	0.0	0.0	-14.7	-0.1	255.3	-106.6	822.3	3498.6	11533.6	-14.7	
50.90	165.7	11.2	0.0	0.0	-12.4	-0.1	259.1	-89.1	832.8	2934.1	11518.9	-12.4	
50.95	168.2	11.2	0.0	0.0	-10.1	-0.1	259.9	-74.0	837.3	2446.7	11509.0	-10.1	
51.00	170.7	11.2	0.0	0.0	-8.4	-0.1	258.5	-59.7	834.6	2047.5	11517.8	-8.4	
51.05	173.1	11.2	0.0	0.0	-4.5	-0.1	258.7	-46.2	833.3	1605.8	11537.2	-4.5	
51.10	175.6	11.4	0.0	0.0	-6.0	-0.1	263.0	-33.5	838.8	1199.1	11548.7	-6.0	
51.15	178.1	11.2	0.0	0.0	-14.3	-0.1	267.5	-21.8	843.6	915.0	11540.0	-14.3	
51.20	180.5	11.0	0.0	0.0	-13.4	-0.1	262.0	-12.4	840.8	607.4	11382.7	-13.4	
51.25	183.0	10.8	0.0	0.0	-1.4	-0.1	248.8	1.9	839.1	234.2	11043.0	-1.4	
51.30	185.5	10.8	0.0	0.0	7.6	-0.1	243.3	20.3	843.3	-83.0	10765.2	7.6	
51.35	187.9	10.7	0.0	0.0	9.6	-0.1	245.8	30.0	844.9	-344.6	10678.0	9.6	
51.40	190.4	10.4	0.0	0.0	3.8	-0.1	252.3	37.6	840.6	-540.3	10758.5	3.8	
51.45	192.9	10.2	0.0	0.0	-3.8	-0.1	257.5	52.3	836.2	-708.8	10855.3	-3.8	
51.50	195.3	10.3	0.0	0.0	-1.4	-0.1	252.8	64.4	834.0	-842.5	10740.5	-1.4	
51.55	197.8	10.7	0.0	0.0	8.7	-0.1	240.9	68.3	829.5	-933.8	10453.8	8.7	
51.60	200.3	11.1	0.0	0.0	14.1	-0.1	230.8	73.2	823.7	-1015.2	10165.8	14.1	
51.65	202.7	11.3	0.0	0.0	13.4	-0.1	223.7	86.4	819.0	-1195.6	9925.2	13.4	
51.70	205.2	11.4	0.0	0.0	15.3	-0.1	217.1	98.9	813.4	-1452.6	9718.2	15.3	
51.75	207.7	11.2	0.0	0.0	16.6	-0.1	216.0	110.6	806.6	-1691.8	9627.7	16.6	
51.80	210.1	11.2	0.0	0.0	15.2	-0.1	218.4	119.6	800.7	-1909.5	9631.0	15.2	
51.85	212.6	11.4	0.0	0.0	13.5	-0.1	218.9	125.2	794.0	-2144.1	9636.6	13.5	
51.90	215.1	11.3	0.0	0.0	10.8	-0.1	218.5	135.3	786.0	-2350.4	9635.4	10.8	
51.95	217.5	11.3	0.0	0.0	10.9	-0.1	216.1	145.6	777.1	-2595.4	9605.8	10.9	
52.00	220.0	11.3	0.0	0.0	10.3	-0.1	213.9	153.7	767.6	-2868.4	9583.9	10.3	
52.05	222.4	11.3	0.0	0.0	4.5	-0.1	218.9	166.9	759.1	-3135.2	9666.5	4.5	
52.10	224.9	11.0	0.0	0.0	5.1	-0.1	221.4	175.7	749.5	-3482.5	9710.6	5.1	
52.15	227.3	10.7	0.0	0.0	9.7	-0.1	221.0	190.0	739.5	-3928.3	9708.4	9.7	
52.20	229.8	10.4	0.0	0.0	10.6	-0.1	219.3	211.0	730.3	-4389.3	9688.9	10.6	
52.25	232.2	10.3	0.0	0.0	13.7	-0.1	214.1	222.8	721.6	-4814.4	9607.4	13.7	
52.30	234.7	10.3	0.0	0.0	16.6	-0.1	213.0	232.4	714.5	-5120.9	9540.2	16.6	
52.35	237.1	10.4	0.0	0.0	16.9	-0.1	216.1	238.9	706.6	-5346.8	9563.1	16.9	
52.40	239.6	10.2	0.0	0.0	14.9	-0.1	216.1	242.3	694.7	-5604.0	9655.0	14.9	
52.45	242.0	10.2	0.0	0.0	9.2	-0.1	213.4	252.6	681.4	-5832.7	9746.6	9.2	
52.50	244.5	10.3	0.0	0.0	14.7	-0.1	207.4	262.4	668.7	-6033.4	9693.9	14.7	
52.55	246.9	10.6	0.0	0.0	23.7	-0.1	203.5	267.4	660.3	-6222.5	9568.2	23.7	
52.60	249.4	10.7	0.0	0.0	22.3	-0.1	209.4	274.9	653.5	-6399.7	9627.8	22.3	
52.65	251.9	10.6	0.0	0.0	15.4	-0.1	217.6	278.4	644.3	-6600.2	9846.2	15.4	
52.70	254.3	10.4	0.0	0.0	13.2	-0.1	222.8	281.3	633.1	-6728.9	10074.2	13.2	
52.75	256.8	10.1	0.0	0.0	16.0	-0.1	226.3	287.1	623.1	-6671.7	10216.2	16.0	
52.80	259.2	9.8	0.0	0.0	22.3	-0.1	226.5	282.6	613.7	-6474.2	10258.0	22.3	
52.85	261.7	9.7	0.0	0.0	24.8	-0.1	226.8	272.0	602.1	-6232.2	10350.9	24.8	
52.90	264.1	9.7	0.0	0.0	23.2	-0.1	228.7	265.6	588.4	-6026.6	10511.5	23.2	
52.95	266.6	9.8	0.0	0.0	24.5	-0.1	229.3	265.9	574.3	-5939.7	10626.4	24.5	
53.00	269.0	9.5	0.0	0.0	24.7	-0.1	231.2	270.0	562.4	-5894.6	10688.6	24.7	
53.05	271.5	9.7	0.0	0.0	23.7	-0.1	235.7	271.3	553.0	-5806.9	10707.1	23.7	
53.10	273.9	10.0	0.0	0.0	24.1	-0.1	239.7	267.6	543.2	-5725.3	10698.7	24.1	
