Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	64.6	10.6	-106.2	-3.0	278.9	0.8	325.7	-323.1	534.2	9142.0	15772.6	-56.1	
50.05	67.3	10.7	-106.5	-3.1	285.0	0.6	340.0	-331.5	543.3	9231.2	16184.4	-65.1	
50.10	69.9	10.7	-104.4	-3.1	290.0	0.5	356.2	-335.2	558.6	9329.5	16504.4	-74.3	
50.15	72.6	10.8	-111.6	-3.1	293.9	0.3	364.0	-340.5	570.4	9451.4	16736.5	-84.1	
50.20	75.2	10.8	-87.5	-2.6	296.9	0.2	358.3	-349.2	576.0	9625.6	16883.0	-73.2	
50.25	77.9	10.9	-84.4	-2.0	298.1	0.1	348.0	-348.5	581.3	9701.1	16970.8	-68.2	
50.30	80.5	10.9	-90.6	-1.5	298.5	-0.0	344.0	-339.4	594.0	9680.2	17034.6	-71.0	
50.35	83.1	11.0	-96.2	-1.2	301.1	-0.1	349.9	-339.9	608.5	9694.2	17226.4	-74.2	
50.40	85.8	10.9	-103.1	-0.9	307.5	-0.1	364.8	-350.6	618.2	9781.2	17662.8	-84.2	
50.45	88.4	10.6	-111.0	-0.6	314.5	-0.2	383.7	-350.5	628.6	9813.6	18194.5	-94.6	
50.50	91.0	10.4	-114.2	-0.5	319.0	-0.2	398.6	-339.9	641.9	9689.9	18622.5	-94.0	
50.55	93.6	10.6	-117.2	-0.4	322.8	-0.2	408.8	-334.8	655.3	9594.9	18961.8	-95.2	
50.60	96.2	11.3	-120.1	-0.3	326.9	-0.2	414.9	-340.7	668.2	9683.9	19227.1	-97.2	
50.65	99.0	11.8	-96.0	-0.2	309.5	-0.2	397.8	-287.0	692.2	7350.9	18953.0	-28.7	
50.70	101.7	12.2	-102.7	-0.1	316.6	-0.3	426.1	-321.0	705.1	7220.0	19437.1	-42.5	
50.75	104.3	12.4	-122.4	-0.1	327.5	-0.3	445.7	-256.5	754.1	7829.8	20107.7	-97.5	
50.80	107.0	12.1	111.8	0.4	-317.7	-0.3	420.0	-305.1	733.0	7085.9	19593.2	-2.4	
50.85	109.7	12.0	108.5	0.8	-315.4	-0.2	414.1	-286.8	745.6	7228.3	19390.2	6.0	
50.90	112.3	12.4	92.6	1.1	-320.5	-0.2	417.7	-254.1	793.8	7686.5	19639.9	-40.8	
50.95	115.1	12.2	97.9	1.3	-315.5	-0.1	418.6	-328.0	780.1	6752.8	19456.8	-7.7	
51.00	117.8	12.0	87.7	1.5	-317.5	-0.0	438.9	-302.6	786.1	6773.1	19601.6	-37.5	
51.05	120.3	11.9	79.4	1.6	-316.3	0.0	420.0	-234.9	822.6	7352.3	19428.1	-59.5	
51.10	123.0	11.6	89.3	1.7	-302.9	0.1	389.8	-239.6	812.4	6683.2	18672.5	-7.9	
51.15	125.7	11.4	79.3	1.8	-301.1	0.2	407.5	-195.1	823.6	6396.9	18636.3	-37.6	
51.20	128.4	11.4	72.8	1.9	-303.3	0.3	405.3	-188.4	855.8	6368.1	18814.1	-59.9	
51.25	131.2	11.3	82.0	1.9	-297.5	0.4	391.6	-242.6	853.9	5745.8	18514.4	-20.8	
51.30	133.9	11.1	78.2	1.9	-295.4	0.5	406.1	-190.9	874.9	5761.8	18358.0	-30.7	
