Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	281.0	21.9	12.0	0.1	-159.4	22.4	251.6	181.8	660.9	-4340.4	8462.0	-115.7	
50.05	283.8	21.9	15.5	0.0	-154.3	22.4	241.3	172.0	643.8	-3979.3	8275.4	-99.3	
50.10	286.5	22.1	20.7	0.0	-146.4	22.4	221.9	171.2	623.7	-3488.6	7912.6	-74.2	
50.15	289.2	22.1	26.2	0.0	-139.1	22.4	210.5	173.7	610.1	-3114.3	7506.5	-48.3	
50.20	292.0	22.3	28.9	0.0	-133.8	22.4	211.9	180.9	602.0	-2784.2	7197.2	-33.8	
50.25	294.7	22.6	30.5	0.1	-130.2	22.4	212.5	174.7	590.6	-2482.1	7035.8	-36.7	
50.30	297.5	22.8	23.9	0.1	-127.5	22.4	205.4	157.6	570.7	-2351.9	6929.6	-46.3	
50.35	300.2	23.6	-56.9	-0.1	121.8	22.4	192.1	155.4	556.8	-2346.4	6524.3	-48.6	
50.40	303.0	23.6	-53.1	-0.4	111.0	22.4	171.0	161.9	554.6	-2371.1	5676.8	-36.9	
50.45	305.8	23.0	-43.0	-0.5	101.5	22.4	151.8	157.2	550.0	-2460.1	4899.6	-23.0	
50.50	308.6	23.5	-36.0	-0.5	95.6	22.3	140.0	146.5	537.9	-2423.5	4481.3	-28.3	
50.55	311.3	24.3	-32.2	-0.3	92.8	22.3	132.6	125.5	518.6	-2384.7	4345.8	-41.4	
50.60	314.1	25.3	-33.6	-0.1	90.0	22.3	121.0	104.9	496.8	-2488.9	4136.9	-50.5	
50.65	317.0	25.4	-31.5	-0.1	110.6	22.3	106.3	151.9	476.9	-4798.1	4130.0	-7.4	
50.70	319.8	25.3	-49.0	-0.1	104.8	22.3	105.3	134.3	470.1	-4463.2	3916.7	-65.9	
50.75	322.5	25.2	-72.5	-0.0	102.6	22.3	152.2	174.9	473.7	-3867.0	4035.0	-147.9	
50.80	325.4	25.2	24.5	0.5	-104.7	22.3	131.8	92.5	479.4	-4533.2	3855.3	-86.9	
50.85	328.2	25.1	7.8	0.9	-102.5	22.3	151.6	156.4	477.0	-3893.8	4054.8	-125.2	
50.90	331.0	25.0	-11.5	1.2	-110.3	22.4	202.2	141.3	478.8	-3801.0	4795.3	-186.4	
50.95	333.9	25.0	-5.8	1.4	-120.1	22.4	203.3	40.3	484.2	-4476.2	5356.9	-167.4	
51.00	336.7	24.8	-18.5	1.5	-120.4	22.5	219.1	94.7	477.9	-3779.0	5786.1	-204.3	
51.05	339.5	24.9	-19.2	1.7	-120.7	22.6	228.1	74.1	469.3	-3644.1	5907.9	-201.8	
51.10	342.4	25.5	-11.5	1.7	-107.5	22.7	189.0	42.2	468.3	-3241.3	5134.5	-158.2	
51.15	345.2	26.9	-20.6	1.8	-88.2	22.8	163.2	87.4	476.4	-2115.4	4118.7	-167.5	
51.20	348.1	28.0	-18.1	1.9	-79.7	22.9	149.4	20.0	478.1	-2302.5	3375.4	-148.2	
51.25	351.0	28.1	-12.8	1.9	-69.4	23.0	126.8	7.2	475.8	-2222.4	2546.9	-117.9	
51.30	353.9	27.4	-14.6	1.9	-57.9	23.0	118.5	52.0	481.1	-1748.7	1786.6	-111.5	
51.35	356.7	27.1	-6.1	1.9	-57.7	23.1	104.1	23.1	492.5	-2351.3	970.5	-81.5	
51.40	359.6	27.5	-1.7	2.0	-54.0	23.2	83.2	51.6	501.7	-2276.4	53.6	-61.8	
