Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	118.7	11.6	-101.3	-2.5	246.7	2.7	311.7	-297.2	789.7	8260.4	13323.3	-76.5	
50.05	121.3	11.8	-95.5	-2.6	246.3	2.6	313.9	-289.2	798.9	7970.0	13469.5	-72.6	
50.10	124.0	11.8	-92.0	-2.6	244.8	2.4	311.5	-278.6	806.2	7634.8	13549.0	-69.1	
50.15	126.6	11.8	-91.2	-2.7	241.2	2.3	305.4	-262.4	815.4	7206.7	13516.9	-60.7	
50.20	129.3	11.8	-86.7	-2.7	237.6	2.2	301.2	-244.7	828.7	6813.3	13449.2	-51.7	
50.25	131.9	11.7	-79.6	-2.6	235.8	2.0	299.2	-239.5	841.9	6635.2	13393.5	-48.1	
50.30	134.6	11.6	-76.7	-2.5	234.4	1.9	296.8	-241.7	851.3	6524.8	13326.1	-45.4	
50.35	137.3	11.6	-80.2	-2.5	232.8	1.8	296.2	-232.6	859.4	6352.2	13286.8	-42.6	
50.40	139.9	11.6	-84.4	-2.7	231.1	1.6	295.0	-218.9	867.7	6118.3	13277.3	-38.3	
50.45	142.6	11.6	-85.5	-2.9	230.8	1.5	295.2	-213.0	872.8	5900.8	13359.4	-35.8	
50.50	145.2	11.8	-81.2	-3.0	232.3	1.4	301.5	-204.1	877.7	5694.7	13562.9	-36.3	
50.55	147.9	12.1	-71.1	-2.8	232.4	1.2	306.8	-187.9	885.6	5390.2	13705.8	-30.4	
50.60	150.5	12.2	-65.2	-2.6	231.4	1.1	307.7	-174.3	892.6	5059.1	13762.2	-19.5	
50.65	153.1	12.1	-71.1	-2.5	233.0	1.0	314.1	-163.5	897.3	4951.3	13922.6	-21.3	
50.70	155.8	12.0	-78.9	-2.6	236.1	0.8	325.2	-157.0	902.7	4982.6	14136.6	-29.2	
50.75	158.4	12.1	-82.3	-2.7	236.6	0.7	330.2	-150.5	909.3	4861.7	14207.3	-28.0	
50.80	161.1	12.2	-81.3	-2.9	235.1	0.6	327.8	-138.6	913.7	4651.3	14172.2	-21.6	
50.85	163.7	12.3	-72.9	-2.9	233.6	0.4	320.5	-129.3	911.0	4433.0	14158.8	-8.4	
50.90	166.4	11.9	-68.8	-3.0	232.7	0.3	315.3	-119.5	906.9	4091.5	14219.1	5.9	
