Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	299.2	9.7	-60.7	-0.7	197.6	3.0	267.5	218.1	535.4	-4488.0	11565.2	-9.4	
50.05	301.9	9.3	-64.6	-0.9	198.5	3.0	270.1	212.6	524.1	-4187.9	11764.1	-6.1	
50.10	304.6	9.7	-63.1	-1.1	195.3	2.9	260.3	208.8	513.1	-3852.6	11658.9	8.5	
50.15	307.3	10.3	-55.3	-1.3	190.2	2.9	245.8	190.6	501.4	-3436.3	11464.6	25.6	
50.20	310.0	10.8	-49.2	-1.4	189.0	2.8	244.8	171.7	490.1	-2976.3	11546.0	26.2	
50.25	312.6	10.5	-47.3	-1.3	192.9	2.7	255.8	161.8	477.7	-2692.7	11915.4	21.8	
50.30	315.3	10.5	-50.4	-1.3	198.2	2.7	266.7	160.0	464.5	-2689.0	12311.1	22.2	
50.35	318.0	10.7	-51.5	-1.3	201.0	2.6	270.6	157.4	452.7	-2668.4	12537.8	28.6	
50.40	320.7	11.3	-47.1	-1.3	200.6	2.5	268.2	151.3	443.8	-2522.2	12562.7	38.2	
50.45	323.3	11.6	-42.1	-1.3	198.0	2.5	258.9	136.0	436.1	-2346.2	12442.0	55.0	
50.50	326.0	11.8	-41.3	-1.4	198.1	2.4	256.1	124.8	427.9	-2117.7	12519.8	67.5	
50.55	328.6	11.8	-45.0	-1.5	204.0	2.3	269.0	119.7	419.8	-1789.0	13001.3	62.9	
50.60	331.3	12.0	-53.2	-1.6	213.7	2.3	290.5	100.9	410.9	-1404.9	13758.1	49.2	
50.65	333.9	12.1	-61.0	-1.8	224.2	2.2	313.1	78.9	401.3	-999.8	14550.8	36.5	
50.70	336.6	11.9	-61.3	-1.9	231.8	2.1	328.4	67.8	393.3	-662.7	15120.1	32.7	
50.75	339.2	11.7	-59.9	-2.0	233.9	2.0	330.2	56.3	387.9	-404.6	15292.2	39.0	
50.80	341.9	11.7	-62.3	-2.2	233.3	1.9	328.3	41.5	385.5	-82.2	15263.3	44.8	
50.85	344.5	11.9	-62.0	-2.3	234.7	1.8	334.9	29.3	386.4	337.9	15350.8	40.4	
50.90	347.1	11.8	-62.4	-2.4	237.7	1.6	343.2	16.3	387.0	706.0	15546.7	34.7	
50.95	349.8	11.5	-73.4	-2.7	241.8	1.5	349.3	2.8	382.1	1016.3	15824.3	27.3	
51.00	352.4	11.4	-75.4	-3.0	245.2	1.4	349.5	-12.8	374.3	1430.2	16057.9	28.4	
51.05	355.1	11.3	-70.9	-3.3	247.3	1.2	346.0	-38.9	370.1	2054.4	16152.8	35.1	
51.10	357.7	11.2	-66.1	-3.5	250.0	1.0	346.6	-61.9	370.4	2730.2	16249.2	46.5	
51.15	0.3	11.2	-66.7	-3.6	254.2	0.9	351.8	-74.4	372.8	3276.6	16448.5	42.5	
51.20	3.0	11.1	-69.7	-3.7	260.0	0.7	357.9	-92.0	369.2	3640.4	16792.8	33.7	
51.25	5.6	11.0	-73.7	-3.8	267.1	0.5	367.4	-105.4	365.7	4014.3	17225.4	23.5	
51.30	8.2	11.0	-49.5	-3.2	274.0	0.3	378.5	-109.3	369.4	4408.3	17632.3	25.3	
51.35	10.8	10.9	-47.2	-2.4	278.7	0.2	382.7	-115.5	373.2	4654.2	17914.8	23.5	
51.40	13.5	10.7	-53.8	-1.9	280.7	0.1	375.4	-125.1	370.7	4848.0	18033.8	24.7	
51.45	16.1	10.7	-60.1	-1.4	282.7	-0.0	366.1	-143.5	367.8	5198.6	18103.1	21.6	
51.50	18.7	10.5	-65.9	-1.1	285.3	-0.1	359.2	-166.6	371.8	5690.8	18151.7	16.3	
51.55	21.3	10.5	-70.0	-0.8	289.7	-0.1	358.7	-176.0	378.6	6085.7	18354.4	13.4	
51.60	23.9	10.6	-77.0	-0.6	298.1	-0.1	369.8	-183.5	379.5	6346.1	18902.7	7.0	
51.65	26.6	10.5	-87.7	-0.5	309.9	-0.2	393.6	-203.3	378.0	6538.5	19684.2	-11.2	
51.70	29.2	10.5	-98.5	-0.3	319.8	-0.2	421.0	-217.7	384.9	6644.7	20340.4	-33.2	
51.75	31.8	10.3	-103.0	-0.3	322.1	-0.2	431.5	-212.8	398.8	6558.0	20517.2	-42.7	
