Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	296.4	13.1	95.0	0.9	-239.1	7.1	344.8	179.6	568.8	-1798.7	15287.9	85.1	
50.05	299.1	13.0	99.9	1.0	-239.5	7.2	334.4	176.9	552.8	-1915.5	15350.1	95.7	
50.10	301.9	13.2	99.9	1.0	-238.7	7.2	325.7	171.7	537.9	-1900.8	15328.4	102.6	
50.15	304.6	13.6	97.9	0.9	-238.4	7.2	328.6	169.9	531.3	-1908.0	15307.7	104.0	
50.20	307.3	13.5	96.0	0.9	-239.1	7.3	336.7	159.4	525.2	-1823.0	15368.1	98.2	
50.25	310.1	13.1	95.8	0.9	-241.5	7.3	344.0	145.5	511.4	-1641.0	15580.3	86.6	
50.30	312.8	12.4	96.8	0.9	-244.4	7.4	348.2	140.3	494.1	-1620.2	15806.6	78.7	
50.35	315.5	12.3	94.9	1.0	-244.7	7.4	348.3	141.4	480.5	-1852.3	15814.4	76.5	
50.40	318.2	12.0	91.3	1.0	-241.8	7.5	343.9	146.2	470.9	-2186.5	15564.9	74.1	
50.45	320.9	11.6	90.4	0.9	-236.2	7.5	334.0	148.0	461.7	-2501.7	15117.3	74.6	
50.50	323.6	10.8	89.5	1.0	-228.2	7.6	318.7	146.8	452.0	-2696.1	14518.7	78.2	
50.55	326.4	10.6	86.3	1.0	-217.9	7.6	301.8	140.3	448.0	-2636.0	13791.0	77.5	
50.60	329.1	10.7	84.5	1.0	-207.6	7.7	287.1	125.6	446.0	-2427.0	13096.8	72.8	
50.65	331.8	10.8	81.8	1.2	-199.4	7.7	275.6	107.2	440.3	-2080.8	12587.2	65.8	
50.70	334.5	10.7	73.3	1.2	-193.8	7.8	270.6	85.1	434.0	-1562.5	12277.6	49.1	
50.75	337.3	10.6	62.4	1.2	-190.7	7.8	273.1	62.4	431.9	-982.6	12109.6	26.9	
50.80	340.0	10.4	56.1	1.1	-189.5	7.9	278.9	47.3	430.9	-539.4	12037.8	12.9	
50.85	342.7	10.7	55.4	1.1	-188.5	8.0	282.2	38.5	428.7	-235.6	11972.7	7.1	
