Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	320.6	25.6	-46.9	-0.6	144.4	24.0	254.5	37.0	433.1	-426.0	8699.3	-41.4	
50.05	323.3	25.7	-50.2	-0.5	141.2	23.9	249.1	28.1	422.1	19.5	8498.3	-45.6	
50.10	325.9	25.8	-53.0	-0.4	139.1	23.9	244.1	23.7	413.1	584.2	8342.2	-46.5	
50.15	328.5	24.8	-51.8	-0.4	138.6	23.9	241.6	-0.3	409.8	1236.5	8244.0	-43.9	
50.20	331.2	24.5	-47.5	-0.3	140.1	23.9	245.7	-19.7	405.1	1692.2	8266.5	-35.6	
50.25	333.8	25.0	-44.4	-0.1	141.2	23.9	252.0	-9.6	399.2	1809.5	8317.5	-29.3	
50.30	336.4	25.0	-44.4	-0.1	139.6	23.9	247.8	1.5	389.9	1651.0	8241.6	-17.5	
50.35	339.1	24.8	-41.4	-0.2	134.6	23.8	229.0	2.5	379.9	1548.9	7943.8	1.6	
50.40	341.7	24.2	-33.8	-0.3	127.2	23.8	203.2	-2.7	373.8	1603.2	7438.4	24.4	
50.45	344.4	23.7	-28.3	-0.3	120.1	23.8	183.4	-12.4	373.8	1693.5	6923.8	30.8	
50.50	347.0	23.4	-32.6	-0.4	117.5	23.8	178.2	-23.7	377.9	1955.7	6660.2	8.9	
50.55	349.7	23.3	-41.4	-0.4	120.9	23.8	185.1	-38.1	375.9	2219.7	6822.3	-24.0	
50.60	352.4	23.9	-48.7	-0.3	129.3	23.8	205.3	-62.7	372.2	2415.3	7350.1	-49.4	
50.65	355.2	24.7	-37.3	-0.2	135.1	23.8	227.0	-37.6	380.2	79.0	8126.2	-5.9	
50.70	358.0	25.5	-59.6	-0.0	143.1	23.8	250.6	-70.1	389.3	162.1	8634.2	-76.0	
50.75	0.6	25.4	-5.0	0.1	-143.0	23.8	257.7	-18.0	403.6	440.4	8609.1	-174.1	
50.80	3.4	26.1	31.0	0.6	-137.1	23.8	230.9	-90.9	393.4	-477.8	8199.1	-93.6	
50.85	6.2	26.8	19.0	0.9	-129.6	23.8	221.4	-33.4	402.7	534.9	7693.1	-111.4	
50.90	8.8	27.0	-1.1	1.2	-129.4	23.9	219.1	-60.3	421.8	1402.2	7542.5	-168.1	
50.95	11.7	26.4	6.8	1.4	-134.3	23.9	223.8	-181.9	414.7	1074.0	7793.2	-136.9	
51.00	14.4	25.7	-3.3	1.6	-138.8	24.0	245.5	-122.6	415.3	1961.3	8015.4	-169.4	
51.05	17.1	25.3	-0.5	1.7	-137.1	24.1	238.5	-127.4	425.5	2296.0	7796.4	-153.4	
51.10	19.8	24.6	19.2	1.8	-129.4	24.2	226.0	-138.2	434.2	2414.3	7152.5	-74.2	
51.15	22.6	24.4	20.7	1.8	-123.5	24.3	221.6	-43.3	456.2	3075.1	6513.6	-60.3	
51.20	25.3	24.6	24.7	1.9	-113.2	24.3	186.6	-87.4	459.5	2327.0	6041.2	-34.2	
51.25	28.2	24.2	25.2	1.9	-107.1	24.4	169.8	-110.7	463.5	2062.1	5655.6	-24.9	
51.30	31.0	23.9	14.1	1.9	-105.7	24.5	168.0	-84.1	482.4	2874.4	5201.8	-60.6	
51.35	33.8	23.7	9.8	1.9	-102.0	24.6	136.7	-159.6	493.3	3180.1	4602.0	-71.0	
51.40	36.6	23.6	3.4	2.0	-102.8	24.7	128.2	-159.9	510.9	3962.0	4036.1	-93.1	
51.45	39.5	23.5	-5.9	2.0	-107.1	24.8	137.2	-170.3	524.8	4545.3	3807.1	-128.6	
51.50	42.3	23.4	-15.7	2.0	-109.6	24.9	119.4	-270.9	521.8	4518.8	3774.8	-164.6	
51.55	45.2	23.0	-26.7	2.0	-114.9	25.0	118.2	-269.9	531.2	5266.7	3434.3	-207.2	
51.60	48.0	22.8	-18.6	2.0	-113.5	25.1	132.5	-257.2	542.4	5440.6	2948.4	-178.1	
51.65	50.8	22.7	-1.5	2.0	-103.9	25.2	100.0	-259.1	550.6	5057.3	2142.7	-109.5	
51.70	53.5	22.1	2.6	2.0	-104.0	25.3	72.9	-210.0	565.6	5501.4	1273.8	-95.5	
51.75	56.4	22.9	13.2	2.0	-104.1	25.4	75.7	-244.5	568.9	5503.6	782.3	-59.1	
51.80	59.2	23.4	19.8	2.0	-106.1	25.5	57.5	-269.6	585.9	5639.3	52.9	-38.4	
51.85	62.0	22.6	19.9	2.0	-116.9	25.6	51.8	-238.0	621.4	6448.3	-953.6	-48.8	
51.90	64.9	22.4	29.0	2.0	-121.2	25.7	56.1	-268.8	630.2	6526.5	-1732.2	-21.7	
51.95	67.7	22.6	27.3	2.0	-121.0	25.8	10.9	-252.6	627.3	6275.8	-2627.5	-27.5	
52.00	70.6	23.0	22.1	2.0	-117.2	25.9	-35.4	-206.0	637.6	5563.5	-3616.0	-41.4	
52.05	73.5	23.2	29.9	2.0	-114.0	26.0	-53.6	-233.1	652.5	4389.0	-4505.1	-11.5	
52.10	76.4	23.0	21.8	2.0	-117.0	26.1	-86.3	-222.5	671.7	3879.8	-5223.4	-42.2	
52.15	79.3	22.5	13.2	2.0	-112.9	26.2	-98.6	-189.8	681.5	3384.5	-5265.8	-67.5	
52.20	82.2	22.9	4.4	2.0	-101.9	26.3	-63.9	-196.5	686.7	2887.8	-4618.4	-86.9	
52.25	85.1	22.8	-14.5	2.0	-98.6	26.4	-37.0	-208.2	707.8	3308.0	-3964.0	-148.5	
52.30	88.0	22.5	-29.8	2.0	-98.6	26.5	-10.7	-254.2	734.3	3730.4	-3349.5	-200.8	
52.35	90.9	21.8	-30.8	2.0	-94.2	26.6	22.8	-288.4	747.3	3567.3	-2860.8	-199.8	
52.40	93.7	22.7	-24.6	2.0	-92.1	26.7	-1.4	-237.6	750.9	3383.6	-3052.3	-176.6	
52.45	96.5	24.0	-11.1	2.0	-91.1	26.8	-52.8	-196.7	754.9	2801.9	-3625.1	-129.3	
52.50	99.4	25.3	5.5	2.0	-92.1	26.9	-59.7	-182.2	771.0	2298.8	-4076.6	-73.1	
52.55	102.3	24.5	9.7	2.0	-98.1	27.0	-52.5	-174.5	807.5	2559.6	-4453.2	-64.7	
52.60	105.1	24.0	8.5	2.0	-104.2	27.1	-41.8	-216.1	839.0	2988.3	-4574.4	-75.1	
52.65	108.0	23.7	5.4	2.0	-108.2	27.2	-15.0	-224.6	850.4	3417.6	-4610.4	-89.5	
52.70	110.8	23.6	13.9	2.0	-117.3	27.3	-36.3	-194.3	864.0	3582.6	-5421.9	-69.7	
52.75	113.6	23.5	35.7	2.0	-131.3	27.4	-94.0	-194.5	880.7	3281.2	-6734.4	-8.8	
52.80	116.5	23.6	48.3	2.0	-147.3	27.5	-128.0	-187.8	893.6	3375.5	-7976.7	18.6	
52.85	119.4	23.8	54.3	2.0	-161.0	27.6	-152.2	-188.5	905.8	3614.6	-8941.1	25.3	
52.90	122.2	23.4	64.4	2.0	-169.0	27.7	-170.8	-201.9	918.7	3487.8	-9565.3	52.1	
52.95	125.1	23.0	70.8	2.0	-171.4	27.8	-158.2	-185.7	930.9	3399.1	-9841.1	71.6	
53.00	128.0	22.7	74.6	2.0	-172.5	27.9	-150.7	-175.5	934.9	3291.6	-9998.3	83.8	
53.05	130.8	23.3	78.4	2.0	-173.4	28.0	-157.9	-176.7	928.4	3189.1	-10093.7	95.6	
53.10	133.7	23.7	79.0	2.0	-175.6	28.1	-154.0	-160.8	932.1	3200.9	-10301.4	95.6	
53.15	136.6	23.8	83.4	2.0	-178.2	28.2	-150.3	-163.2	952.2	2971.0	-10562.8	108.3	
