Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	308.5	13.3	-44.9	-0.7	161.5	11.4	232.0	164.1	504.4	-2727.9	9486.7	-4.8	
50.05	311.2	13.5	-41.5	-0.5	155.7	11.4	225.6	139.4	494.4	-2138.3	9253.5	-2.0	
50.10	313.9	13.3	-42.6	-0.5	151.9	11.4	218.4	128.8	484.8	-1645.8	9103.6	3.4	
50.15	316.6	13.1	-44.1	-0.6	150.2	11.3	210.6	125.2	470.0	-1301.1	9067.8	9.5	
50.20	319.3	13.1	-43.4	-0.7	149.3	11.3	204.6	115.9	453.6	-1003.3	9077.5	10.6	
50.25	322.0	13.8	-41.8	-0.7	149.4	11.3	206.5	103.2	442.9	-749.7	9130.3	5.9	
50.30	324.7	13.9	-42.0	-0.6	149.6	11.2	212.3	87.2	438.0	-549.0	9166.4	-0.5	
50.35	327.4	13.7	-45.6	-0.6	150.0	11.2	216.5	75.0	429.0	-379.4	9211.1	-5.3	
50.40	330.0	13.4	-51.2	-0.7	151.7	11.2	221.9	72.4	417.3	-200.4	9342.2	-14.3	
50.45	332.7	13.4	-53.0	-0.8	154.0	11.1	228.3	65.9	409.0	-34.3	9511.5	-20.6	
50.50	335.4	13.5	-52.4	-0.8	155.7	11.1	233.1	51.5	404.5	112.7	9641.2	-23.0	
50.55	338.1	13.4	-52.9	-0.8	156.2	11.0	234.0	33.5	397.8	257.6	9690.7	-25.1	
50.60	340.8	13.2	-52.8	-0.8	154.2	11.0	227.7	21.0	389.3	395.1	9562.2	-21.6	
50.65	343.5	13.2	-52.7	-0.9	151.3	11.0	221.9	21.0	385.7	496.7	9357.9	-19.7	
50.70	346.1	13.4	-48.8	-0.9	150.6	10.9	223.2	21.8	385.5	527.8	9300.3	-16.2	
50.75	348.8	13.6	-43.9	-0.8	153.2	10.9	230.7	11.3	384.2	570.5	9473.4	-15.8	
50.80	351.5	13.4	-45.5	-0.6	157.7	10.8	241.6	-2.4	381.0	646.2	9786.3	-23.5	
50.85	354.2	12.9	-53.7	-0.5	161.8	10.8	250.6	-12.7	378.7	683.4	10067.4	-30.3	
50.90	356.9	13.1	-63.9	-0.7	164.8	10.8	256.9	-17.0	377.8	820.6	10266.1	-32.6	
50.95	359.5	12.9	-71.0	-1.0	166.1	10.7	258.5	-29.9	380.2	1251.2	10308.7	-40.6	
51.00	2.2	12.5	-70.5	-1.2	165.5	10.7	254.0	-62.0	386.0	1838.0	10168.6	-51.3	
51.05	4.8	12.2	-64.2	-1.2	164.6	10.6	247.0	-84.0	388.8	2263.5	10007.5	-49.5	
51.10	7.5	12.0	-59.7	-1.2	163.9	10.6	237.8	-89.6	387.8	2575.1	9899.0	-40.2	
51.15	10.1	11.7	-61.4	-1.3	165.6	10.5	232.2	-102.9	385.0	3010.6	9919.6	-34.0	
51.20	12.8	11.4	-67.2	-1.5	171.5	10.4	239.4	-122.0	384.7	3580.8	10152.0	-38.7	
51.25	15.4	11.4	-69.2	-1.6	177.6	10.4	250.4	-135.8	389.5	4116.8	10396.1	-45.9	
51.30	18.1	11.5	-67.8	-1.6	181.3	10.3	254.4	-149.2	393.6	4587.3	10463.8	-45.6	
51.35	20.7	11.6	-70.4	-1.7	183.0	10.2	249.8	-165.3	395.1	5167.5	10319.1	-46.0	
51.40	23.4	11.7	-73.3	-1.9	183.1	10.1	238.6	-185.4	398.9	5886.6	9925.1	-48.6	
51.45	26.0	11.8	-69.5	-2.0	181.3	10.0	222.2	-201.4	407.7	6508.1	9358.4	-41.6	
