Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	287.5	6.9	103.5	-0.0	-261.6	-0.1	359.6	239.1	612.9	-4695.5	16272.7	93.7	
50.05	290.2	7.0	105.7	-0.0	-259.8	-0.1	349.5	233.6	599.3	-4675.5	16180.2	103.2	
50.10	293.0	7.2	110.1	-0.0	-256.8	-0.1	334.3	232.4	586.0	-4768.3	15967.8	121.2	
50.15	295.7	7.3	111.9	-0.0	-254.8	-0.1	326.4	235.5	573.5	-4759.9	15835.8	129.4	
50.20	298.4	7.4	112.0	-0.0	-254.3	-0.1	324.7	229.3	560.5	-4671.9	15848.4	130.1	
50.25	301.2	7.5	112.9	-0.0	-255.6	-0.1	326.3	222.6	547.3	-4687.5	15969.7	132.0	
50.30	303.9	7.7	113.2	-0.0	-258.2	-0.1	332.7	227.3	535.8	-4717.9	16147.9	130.3	
50.35	306.6	7.8	110.5	-0.0	-259.5	-0.1	339.5	221.0	525.3	-4548.7	16302.3	119.7	
50.40	309.3	7.5	106.1	-0.0	-259.3	-0.1	344.8	204.0	515.9	-4167.8	16405.4	104.9	
50.45	312.1	7.4	102.7	-0.0	-258.0	-0.1	349.4	191.6	509.4	-3764.4	16413.2	94.7	
50.50	314.8	7.6	101.7	-0.0	-254.6	-0.1	345.9	179.9	503.0	-3435.9	16251.1	94.5	
50.55	317.5	7.7	100.6	-0.0	-250.5	-0.1	337.0	164.5	490.5	-3072.1	16067.5	94.8	
50.60	320.2	7.8	97.2	-0.0	-248.1	-0.1	333.9	147.9	476.1	-2620.1	16004.8	85.4	
50.65	323.0	7.9	95.6	-0.0	-245.8	-0.1	332.3	131.6	467.3	-2245.3	15916.1	82.3	
50.70	325.7	7.6	95.0	-0.0	-243.2	-0.1	330.3	121.8	462.5	-1916.4	15775.3	82.8	
