Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	290.4	21.1	-51.2	-0.4	171.1	23.0	260.4	124.0	600.3	-1614.6	10389.9	-5.2	
50.05	293.1	21.1	-50.9	-0.4	164.1	23.0	249.8	129.9	585.6	-1188.5	9944.2	-13.3	
50.10	295.9	21.1	-45.3	-0.3	159.1	22.9	250.2	128.5	574.9	-1028.8	9585.3	-8.2	
50.15	298.6	20.6	-37.4	-0.2	156.1	22.9	251.8	127.5	562.4	-1136.0	9352.0	12.7	
50.20	301.3	20.8	-35.4	-0.0	153.0	22.9	248.8	123.0	545.2	-1038.1	9156.9	14.7	
50.25	304.1	21.2	47.5	0.1	-146.9	22.9	240.2	102.9	527.8	-857.6	8771.7	1.5	
50.30	306.8	21.7	37.2	0.1	-138.7	22.9	234.3	103.3	523.8	-758.9	8176.7	-7.9	
50.35	309.5	21.8	-44.9	-0.1	131.3	22.9	224.5	118.1	525.3	-833.2	7613.7	-2.2	
50.40	312.3	21.6	-40.8	-0.2	127.5	22.9	210.3	108.6	510.6	-968.0	7366.2	3.0	
50.45	315.0	21.0	-47.2	-0.3	127.3	22.9	207.4	85.6	486.4	-760.7	7434.3	-26.4	
50.50	317.7	21.6	-55.4	-0.3	127.7	22.9	216.5	68.6	474.5	-469.4	7490.0	-60.1	
50.55	320.4	22.1	-56.4	-0.3	127.1	22.9	224.4	59.2	471.4	-479.0	7426.9	-63.7	
50.60	323.1	22.5	-55.4	-0.4	126.6	22.9	222.6	64.3	456.5	-502.4	7400.5	-57.8	
50.65	325.8	22.7	-53.1	-0.3	124.3	22.8	210.2	56.8	431.1	-367.5	7292.9	-62.3	
50.70	328.5	22.6	-53.4	-0.2	121.2	22.8	204.8	36.8	414.9	-292.5	7102.8	-72.7	
50.75	331.2	22.5	-56.8	-0.2	117.2	22.8	210.8	32.9	418.6	-245.1	6782.6	-82.0	
50.80	333.9	22.1	-57.5	-0.3	111.2	22.8	209.8	32.5	422.8	-301.6	6326.7	-80.2	
50.85	336.6	22.6	-53.1	-0.3	101.7	22.8	186.1	21.3	407.4	-241.8	5694.6	-69.7	
50.90	339.3	23.4	-46.0	-0.4	90.3	22.8	153.6	16.5	387.4	-40.7	4949.7	-60.3	
50.95	341.9	23.7	-35.3	-0.4	79.9	22.8	131.0	17.1	383.8	-49.2	4232.6	-44.1	
51.00	344.6	23.5	-30.5	-0.4	72.8	22.7	118.5	18.4	389.7	-111.4	3723.7	-31.3	
51.05	347.2	23.1	-36.1	-0.5	70.3	22.7	109.4	12.7	382.3	118.8	3564.6	-34.7	
51.10	349.9	22.6	-44.8	-0.8	74.1	22.7	112.4	-11.8	363.7	587.1	3815.2	-43.8	
51.15	352.5	22.3	-53.9	-1.2	80.2	22.6	130.6	-31.7	363.4	1171.2	4097.1	-59.0	
51.20	355.2	22.3	-58.5	-1.5	84.5	22.6	151.4	-47.0	380.4	1717.7	4159.6	-75.9	
51.25	357.8	22.4	-55.3	-1.7	84.8	22.5	153.0	-69.3	384.6	2148.2	3949.0	-84.7	
51.30	0.5	22.0	-48.5	-1.7	82.2	22.4	136.5	-82.6	369.6	2442.0	3580.3	-80.6	
51.35	3.1	22.0	-39.7	-1.7	78.3	22.3	118.7	-96.3	356.8	2520.2	3194.6	-61.5	
51.40	5.7	22.9	-39.7	-1.6	78.3	22.2	113.6	-112.9	363.2	2823.2	2894.5	-62.3	
51.45	8.4	22.8	-46.2	-1.6	82.9	22.2	118.3	-123.3	373.4	3303.2	2829.4	-78.3	
51.50	11.0	22.4	-47.2	-1.6	86.3	22.1	119.2	-134.6	364.5	3511.2	2960.2	-76.0	
51.55	13.6	22.1	-46.9	-1.6	90.3	22.0	125.3	-144.0	352.0	3653.4	3216.0	-66.2	
51.60	16.2	22.0	-52.9	-1.7	97.5	21.9	140.7	-161.9	363.1	4122.1	3390.0	-74.1	
51.65	18.8	21.6	-60.8	-1.8	104.4	21.8	153.9	-182.1	383.7	4635.2	3448.0	-89.8	
51.70	21.4	20.8	-60.4	-2.0	105.0	21.7	149.2	-175.1	388.1	4748.6	3400.1	-86.4	
51.75	24.0	20.6	-49.7	-2.0	101.9	21.6	139.3	-161.4	378.9	4479.9	3466.2	-62.0	
51.80	26.7	20.8	-44.9	-2.0	103.7	21.5	142.8	-178.0	378.4	4367.7	3745.4	-53.0	
51.85	29.3	21.2	-56.0	-2.0	111.7	21.4	163.9	-201.2	393.7	4673.8	4161.2	-80.5	
51.90	31.9	21.5	-66.5	-2.0	116.7	21.3	177.4	-218.3	406.0	4875.9	4391.5	-105.1	
51.95	34.6	21.5	-66.5	-2.1	115.0	21.2	167.6	-231.1	405.4	4842.4	4220.3	-104.3	
52.00	37.2	21.5	-62.4	-2.1	111.9	21.1	149.5	-234.9	410.0	4918.9	3782.5	-101.7	
52.05	39.9	22.3	-57.8	-2.0	110.1	21.0	135.9	-247.0	429.0	5080.1	3267.5	-107.3	
52.10	42.5	22.3	-55.6	-1.7	107.6	20.9	128.1	-255.8	448.9	5085.3	2843.4	-112.0	
52.15	45.1	21.8	-52.7	-1.6	103.6	20.8	124.4	-240.5	458.6	4866.1	2691.0	-100.6	
52.20	47.8	21.6	-50.1	-1.4	101.5	20.8	126.0	-236.2	462.2	4630.9	2788.5	-86.8	
52.25	50.4	21.4	-50.4	-1.4	102.6	20.7	127.7	-246.5	476.7	4682.8	2780.8	-78.3	
52.30	53.1	21.3	-51.7	-1.3	104.4	20.6	128.5	-248.3	496.9	4901.3	2635.9	-75.7	
52.35	55.7	21.3	-47.3	-1.3	105.8	20.6	121.1	-249.4	512.7	5144.2	2380.8	-61.2	
52.40	58.4	21.0	-47.4	-1.3	110.5	20.5	110.3	-255.1	523.5	5598.4	2188.9	-56.7	
52.45	61.0	20.7	-53.3	-1.2	118.3	20.4	107.3	-267.9	537.2	6174.1	2208.2	-71.5	
52.50	63.7	20.8	-57.9	-1.1	125.6	20.4	118.4	-289.7	555.5	6593.9	2435.4	-87.7	
52.55	66.4	20.8	-63.1	-1.0	132.6	20.3	139.0	-309.6	575.0	6924.4	2786.6	-99.4	
52.60	69.1	20.8	-68.7	-0.9	138.8	20.3	159.7	-322.7	589.4	7181.5	3197.0	-105.7	
52.65	71.8	20.8	-71.2	-0.9	143.0	20.2	172.4	-330.2	601.9	7345.6	3491.5	-105.7	
52.70	74.5	20.7	-69.6	-0.8	144.8	20.2	170.2	-327.7	619.5	7533.1	3403.0	-102.0	
52.75	77.2	20.6	-62.3	-0.7	143.4	20.2	165.4	-320.1	628.4	7462.5	3356.2	-89.4	
52.80	79.9	20.5	-61.7	-0.5	144.8	20.1	165.9	-318.5	635.1	7543.7	3430.0	-88.9	
52.85	82.6	20.8	-72.0	-0.4	152.3	20.1	172.9	-338.8	648.3	8064.5	3472.4	-106.6	
52.90	85.3	21.1	-80.5	-0.4	158.4	20.1	175.2	-367.0	665.0	8540.5	3284.7	-117.0	
52.95	88.0	21.7	-79.4	-0.5	157.8	20.1	164.9	-364.7	681.1	8660.9	2828.6	-109.2	
53.00	90.7	21.8	-68.6	-0.4	151.4	20.0	142.4	-341.3	691.4	8392.0	2327.2	-86.5	
53.05	93.4	21.9	-56.2	-0.3	145.4	20.0	125.4	-330.3	697.5	8027.8	2099.9	-61.8	
53.10	96.1	22.0	-51.3	-0.2	142.4	20.0	127.5	-324.9	713.9	7788.6	2121.4	-53.2	
53.15	98.9	21.5	-52.4	-0.1	140.4	20.0	146.1	-320.6	735.7	7518.8	2397.1	-51.2	
53.20	101.6	21.1	-60.2	-0.1	139.4	20.0	165.1	-320.0	747.5	7240.3	2854.1	-63.1	
53.25	104.3	21.2	-75.7	-0.2	143.9	20.0	180.1	-318.3	754.3	7399.2	3310.9	-99.9	
53.30	107.0	21.0	-82.0	-0.3	147.9	20.0	183.3	-326.9	766.3	7612.4	3490.1	-121.6	
53.35	109.8	20.5	-76.0	-0.4	145.1	20.0	170.7	-333.0	786.2	7453.6	3285.8	-114.0	
53.40	112.5	19.7	-72.6	-0.3	140.2	19.9	158.3	-321.0	802.4	7159.4	3120.4	-113.6	
53.45	115.2	18.9	-74.1	-0.3	137.1	19.9	149.6	-314.0	806.4	6904.1	3184.6	-120.8	
53.50	118.0	18.4	-78.4	-0.3	136.5	19.9	156.7	-306.8	813.2	6679.1	3541.8	-125.3	
53.55	120.7	18.2	-78.5	-0.5	135.9	19.9	180.3	-282.6	832.0	6353.9	4036.6	-119.5	
53.60	123.4	18.4	-71.2	-0.5	134.7	19.9	196.6	-267.7	847.2	5987.5	4404.7	-102.8	
53.65	126.1	18.4	-66.4	-0.5	136.1	19.8	198.8	-261.3	847.7	5923.1	4682.4	-92.7	
53.70	128.8	18.3	-66.3	-0.5	139.5	19.8	195.6	-256.2	850.8	6180.9	4798.9	-89.1	
53.75	131.6	18.5	-65.1	-0.5	141.8	19.8	191.9	-255.8	870.7	6461.3	4700.9	-76.4	
53.80	134.3	18.2	-66.2	-0.6	143.7	19.8	189.8	-259.0	896.3	6659.1	4624.5	-70.2	
53.85	137.0	17.9	-69.6	-0.7	148.2	19.7	197.4	-262.8	905.5	6774.9	5006.2	-78.9	
53.90	139.8	18.9	-74.7	-0.8	152.2	19.7	208.5	-261.9	903.9	6667.3	5607.3	-93.9	
53.95	142.5	19.1	-78.0	-1.0	152.9	19.6	220.6	-249.8	909.8	6280.8	6112.0	-96.8	
54.00	145.3	18.9	-73.9	-1.1	151.2	19.6	229.4	-224.8	924.6	5766.3	6453.1	-84.3	
54.05	148.0	19.3	-68.1	-1.1	150.2	19.5	233.4	-205.6	930.4	5323.9	6766.7	-78.8	
54.10	150.8	19.3	-64.4	-1.1	148.7	19.5	222.1	-205.2	932.3	5113.5	6809.6	-82.2	
54.15	153.5	19.2	-61.4	-0.9	148.0	19.4	209.1	-203.6	942.3	5122.5	6771.1	-78.4	
54.20	156.3	18.8	-60.0	-0.9	149.5	19.4	208.6	-189.9	956.4	5034.1	6995.8	-65.9	
54.25	159.0	18.7	-67.2	-0.9	157.3	19.3	227.5	-180.3	961.2	5025.4	7681.8	-71.0	
54.30	161.7	18.3	-78.2	-0.9	169.7	19.3	257.0	-177.7	959.7	5206.8	8606.2	-92.6	
54.35	164.5	17.6	-85.0	-1.0	180.1	19.2	287.1	-170.9	963.4	5178.7	9452.2	-108.0	
54.40	167.2	17.7	-81.5	-1.0	182.1	19.2	298.7	-150.6	970.7	4718.8	9847.2	-88.8	
54.45	170.0	17.5	-72.2	-1.1	178.8	19.1	290.7	-124.3	974.9	4186.6	9869.5	-55.0	
54.50	172.7	17.1	-63.8	-1.2	176.0	19.1	280.0	-103.5	977.9	3899.4	9817.8	-36.0	
54.55	175.5	16.7	-59.8	-1.2	175.4	19.0	278.2	-86.6	986.7	3589.7	9896.4	-33.7	
54.60	178.3	16.5	-59.6	-1.1	178.2	19.0	288.3	-78.2	1001.2	3268.2	10195.8	-37.0	
54.65	181.1	16.6	-67.0	-1.0	186.9	18.9	311.7	-82.4	1005.7	3137.6	10848.1	-54.7	
54.70	183.9	16.5	-78.7	-1.0	194.9	18.9	329.3	-102.7	999.3	3120.4	11424.2	-77.8	
54.75	186.7	15.6	-85.8	-1.0	196.2	18.8	333.0	-106.1	999.6	3095.5	11517.0	-92.5	
54.80	189.5	14.9	-77.8	-1.0	188.8	18.8	316.9	-78.9	1003.3	2752.6	11090.1	-79.8	
54.85	192.4	15.3	-58.9	-0.9	179.1	18.7	291.9	-53.4	1000.2	2118.4	10570.8	-40.7	
54.90	195.2	16.0	-47.9	-0.7	175.8	18.7	283.1	-36.9	997.0	1661.0	10435.5	-17.1	
54.95	197.9	16.2	-51.0	-0.5	179.8	18.6	297.2	-26.9	999.8	1481.0	10731.4	-20.4	
55.00	200.7	15.7	-57.9	-0.4	185.1	18.6	313.9	-7.0	1003.5	1193.8	11125.4	-24.2	
55.05	203.5	15.4	-60.4	-0.4	189.6	18.6	321.9	28.4	998.7	737.0	11480.0	-12.2	
55.10	206.3	15.4	-56.2	-0.4	191.6	18.6	319.4	51.4	993.3	533.1	11648.8	2.7	
55.15	209.2	15.7	-51.1	-0.4	191.6	18.6	313.4	48.1	994.0	566.7	11663.0	14.5	
55.20	212.0	16.0	-50.3	-0.4	193.1	18.5	314.1	44.0	996.4	582.3	11776.0	22.4	
55.25	214.9	16.1	-52.8	-0.5	198.7	18.5	323.4	51.3	991.6	465.1	12176.0	22.0	
55.30	217.7	15.8	-56.4	-0.5	207.0	18.5	335.9	57.4	980.6	302.5	12777.0	16.4	
55.35	220.6	15.1	-61.7	-0.5	215.1	18.5	350.9	62.0	973.5	192.0	13356.7	4.0	
55.40	223.4	15.1	-63.4	-0.5	220.7	18.4	364.5	64.0	965.0	19.2	13748.6	-2.0	
55.45	226.3	15.5	-60.5	-0.4	221.0	18.4	366.6	60.6	952.7	-158.9	13773.5	5.8	
55.50	229.1	16.2	-58.3	-0.4	218.0	18.4	361.8	64.8	944.7	-89.1	13564.0	13.9	
55.55	232.0	16.2	-56.9	-0.4	213.8	18.4	352.8	72.8	941.1	118.2	13272.4	16.1	
55.60	234.8	16.2	-51.9	-0.3	209.9	18.4	339.5	78.6	929.4	185.6	13018.3	27.9	
55.65	237.6	16.7	-48.5	-0.3	208.9	18.4	334.1	91.7	913.8	142.6	12962.6	36.3	
55.70	240.4	16.8	-47.4	-0.2	208.0	18.3	330.9	102.4	898.9	61.9	12908.9	36.2	
55.75	243.3	16.6	-49.0	-0.2	205.2	18.3	323.5	113.7	886.2	-66.2	12711.5	37.9	
55.80	246.1	16.2	-44.8	-0.3	200.2	18.3	309.1	140.2	874.3	-325.8	12352.8	59.3	
55.85	248.9	16.4	-34.9	-0.4	195.9	18.3	292.7	161.0	859.4	-774.7	12032.7	91.5	
55.90	251.8	16.8	-33.5	-0.6	195.9	18.3	288.8	169.1	849.5	-1087.3	12010.0	95.2	
55.95	254.7	17.3	-42.6	-0.7	200.3	18.2	297.8	166.3	842.8	-1220.5	12322.9	69.5	
56.00	257.6	18.5	-50.3	-0.8	207.7	18.2	311.6	157.9	828.6	-1527.2	12840.7	52.3	
56.05	260.5	18.4	-58.3	-1.0	213.7	18.2	323.7	157.0	810.5	-1761.2	13247.9	32.9	
56.10	263.3	17.4	-58.3	-1.1	214.5	18.1	326.0	151.6	795.4	-1827.4	13313.1	26.4	
56.15	266.2	17.0	-52.6	-1.0	214.1	18.1	323.6	148.2	780.1	-1927.8	13291.6	26.9	
56.20	269.1	16.5	-47.8	-0.8	216.3	18.0	323.7	161.2	760.5	-2177.8	13423.9	31.1	
56.25	271.9	16.2	-46.2	-0.7	220.6	18.0	330.3	169.2	743.3	-2503.7	13678.6	42.9	
56.30	274.8	17.0	-52.7	-0.7	222.6	17.9	338.9	163.0	732.3	-2578.1	13817.5	43.9	
56.35	277.6	17.6	-63.3	-0.9	221.8	17.9	345.0	167.9	724.2	-2431.3	13763.7	28.0	
56.40	280.5	17.9	-62.6	-1.1	219.8	17.8	345.2	185.2	714.1	-2510.7	13577.3	26.6	
56.45	283.4	17.5	-51.2	-1.1	215.9	17.8	334.7	200.9	702.7	-2767.7	13236.7	45.0	
56.50	286.2	17.1	-42.6	-1.0	210.0	17.7	319.6	198.0	691.3	-2778.0	12831.8	53.3	
56.55	289.1	16.8	-39.2	-0.9	202.3	17.7	302.3	177.7	677.7	-2676.0	12347.4	54.4	
56.60	292.0	17.1	-43.9	-0.9	194.7	17.6	291.2	166.7	665.4	-2469.5	11853.9	43.9	
56.65	294.9	16.6	-48.1	-1.0	188.0	17.6	285.8	161.9	657.8	-2166.6	11428.8	34.6	
56.70	297.8	15.9	-48.6	-1.1	183.5	17.5	284.4	138.9	652.8	-1769.2	11190.2	26.4	
56.75	300.7	15.4	-51.2	-1.1	182.6	17.5	284.9	119.5	643.1	-1443.3	11197.1	9.7	
56.80	303.6	15.3	-49.8	-1.1	182.7	17.4	278.7	118.1	622.1	-1556.7	11228.2	8.9	
56.85	306.5	15.2	-48.4	-1.1	180.4	17.4	265.8	131.8	602.3	-1859.5	11032.5	13.5	
56.90	309.4	15.0	-48.3	-1.1	177.3	17.3	258.8	145.5	593.5	-1869.7	10797.5	18.7	
56.95	312.3	15.2	-44.1	-1.2	174.7	17.3	254.6	138.4	588.2	-1676.1	10662.8	27.0	
57.00	315.2	15.7	-37.3	-1.1	171.8	17.2	246.4	123.5	576.5	-1376.8	10533.1	31.9	
57.05	318.1	16.5	-35.0	-0.9	167.1	17.2	236.1	115.1	564.7	-1089.2	10258.1	24.6	
57.10	321.1	16.5	-37.0	-0.8	161.0	17.1	230.2	96.9	560.5	-838.4	9853.7	16.7	
57.15	324.0	16.4	-45.5	-0.7	156.2	17.1	231.5	82.5	564.0	-556.0	9522.2	-0.2	
57.20	326.9	16.3	-49.1	-0.8	154.8	17.1	231.4	76.5	555.7	-449.0	9432.6	-6.9	
57.25	329.9	15.7	-47.7	-0.8	155.7	17.0	232.0	76.8	536.2	-589.2	9507.5	-10.8	
57.30	332.8	15.3	-48.9	-0.7	154.8	17.0	237.9	76.0	529.7	-808.6	9413.6	-26.5	
57.35	335.8	15.0	-52.7	-0.6	150.2	16.9	239.7	76.0	539.5	-1135.8	9014.7	-46.0	
57.40	338.8	15.4	-55.7	-0.5	143.5	16.9	225.9	71.4	541.8	-1356.5	8509.4	-51.9	
57.45	341.8	15.6	-56.5	-0.6	136.1	16.9	202.5	57.2	528.8	-1352.4	8030.8	-46.0	
57.50	344.8	15.7	-54.3	-0.7	128.8	16.9	188.3	36.8	525.0	-1219.0	7548.5	-44.4	
57.55	347.8	15.9	-53.7	-0.7	122.9	16.8	192.1	23.3	541.8	-853.4	7131.7	-63.4	
57.60	350.8	16.2	-56.6	-0.5	118.9	16.8	196.6	-1.4	556.3	-217.3	6859.0	-98.4	
57.65	353.7	16.5	-59.1	-0.3	118.9	16.8	196.3	-23.8	546.9	197.7	6863.7	-113.4	
57.70	356.7	16.5	-53.0	-0.1	120.3	16.8	197.1	-19.6	535.8	222.7	6973.0	-90.6	
57.75	359.7	16.3	23.5	0.1	-121.4	16.8	204.1	-2.4	545.4	127.5	7038.2	-66.8	
57.80	2.7	15.9	18.1	0.3	-122.9	16.8	214.3	-5.9	559.1	225.1	7108.4	-77.0	
57.85	5.7	15.5	10.9	0.3	-122.3	16.8	214.0	-31.2	564.3	625.0	7027.3	-84.8	
57.90	8.7	15.8	7.1	0.2	-119.5	16.8	206.6	-52.9	567.8	1168.9	6747.3	-82.0	
57.95	11.7	16.3	-63.2	-0.0	114.5	16.8	195.0	-72.9	578.1	1746.9	6237.7	-81.8	
58.00	14.7	15.9	-65.3	-0.1	110.9	16.8	181.7	-95.6	588.6	2400.4	5721.1	-95.3	
58.05	17.8	15.7	-63.7	-0.1	108.4	16.8	161.6	-124.0	588.9	2936.3	5259.9	-109.7	
58.10	20.8	15.6	-58.1	-0.0	105.4	16.8	142.5	-143.2	586.9	3150.1	4865.8	-108.0	
58.15	23.9	15.5	4.5	0.0	-101.8	16.8	132.9	-149.6	594.6	3193.7	4509.7	-94.0	
58.20	26.9	15.8	3.5	0.0	-102.3	16.8	133.8	-156.9	606.2	3450.8	4329.1	-89.7	
58.25	29.9	16.0	1.5	0.0	-108.6	16.8	139.7	-170.5	616.7	4112.3	4320.7	-102.9	
58.30	33.0	15.6	5.8	0.1	-114.3	16.8	143.2	-188.5	624.8	4704.9	4256.4	-102.4	
58.35	36.0	15.7	14.0	0.2	-119.1	16.8	146.4	-207.0	633.4	5216.3	4120.0	-81.5	
58.40	39.0	15.8	13.9	0.2	-127.6	16.8	152.2	-225.8	642.1	5984.6	4061.9	-81.3	
58.45	42.1	15.8	6.8	0.1	-136.5	16.8	149.3	-251.0	649.2	6795.8	3911.5	-98.7	
58.50	45.1	15.5	-75.8	-0.1	137.7	16.8	134.9	-255.8	656.2	7081.0	3580.6	-99.5	
58.55	48.1	15.5	-64.6	-0.2	131.9	16.8	122.5	-239.3	663.3	6758.0	3372.4	-74.3	
58.60	51.2	16.0	-56.1	-0.3	128.3	16.8	125.7	-228.8	675.2	6361.3	3558.5	-58.2	
58.65	54.2	16.6	-66.6	-0.4	132.7	16.8	145.3	-236.2	692.3	6328.1	4139.7	-83.8	
58.70	57.3	17.1	-80.1	-0.6	138.3	16.7	167.3	-254.4	709.7	6281.2	4784.6	-116.2	
58.75	60.4	17.4	-83.0	-0.7	139.8	16.7	185.1	-248.9	729.9	5940.6	5324.0	-127.2	
58.80	63.5	18.0	-83.6	-0.8	142.1	16.7	195.1	-239.2	747.8	5613.3	5899.9	-136.8	
58.85	66.6	18.1	-90.6	-0.7	149.0	16.6	197.1	-256.8	757.2	5605.7	6533.5	-166.1	
58.90	69.7	17.9	-100.9	-0.6	157.6	16.6	205.2	-285.2	766.1	5805.1	7108.9	-198.5	
58.95	72.8	17.4	-103.8	-0.6	160.9	16.6	214.2	-295.4	783.0	5765.2	7385.2	-204.6	
59.00	75.9	17.2	-100.2	-0.5	159.1	16.5	216.9	-280.6	802.7	5509.7	7428.7	-191.0	
59.05	79.0	17.4	-98.3	-0.5	156.5	16.5	213.9	-263.6	814.7	5338.8	7352.0	-183.5	
59.10	82.0	18.2	-94.9	-0.5	152.2	16.5	208.9	-255.9	826.4	5246.4	7038.4	-179.4	
59.15	85.1	18.7	-88.1	-0.3	145.3	16.5	205.2	-255.9	854.7	5325.7	6292.0	-172.2	
59.20	88.2	18.9	-83.0	-0.3	137.5	16.5	198.5	-255.1	890.2	5476.2	5321.7	-158.7	
59.25	91.3	18.7	-74.8	-0.2	128.4	16.4	176.8	-245.4	909.0	5386.6	4464.4	-136.7	
59.30	94.4	18.0	-70.7	-0.2	121.4	16.4	141.3	-236.6	917.5	5422.9	3655.3	-117.2	
59.35	97.6	17.5	-66.0	-0.3	119.1	16.4	108.3	-249.5	934.8	5746.6	2731.8	-101.7	
59.40	100.7	17.8	-64.3	-0.3	120.4	16.4	87.2	-272.8	966.1	6138.0	1804.3	-94.8	
59.45	104.0	17.7	-38.3	-0.3	91.0	16.4	72.8	-220.3	1008.5	4126.2	1202.8	-35.7	
59.50	107.3	17.6	-52.7	-0.4	94.4	16.4	87.3	-241.1	1024.3	4155.8	1642.8	-82.5	
59.55	110.5	17.8	-70.5	-0.4	102.5	16.4	78.5	-209.8	1042.8	4605.8	2327.9	-135.0	
59.60	113.8	17.8	24.9	0.2	-99.1	16.4	98.7	-268.0	1045.3	3880.6	2691.6	-92.0	
59.65	117.0	17.9	8.6	0.7	-105.5	16.4	137.5	-194.5	1085.5	4292.8	3131.5	-134.2	
59.70	120.2	18.3	-3.8	1.0	-114.8	16.4	148.0	-193.9	1127.2	4599.5	3802.3	-171.5	
59.75	123.6	18.1	-7.4	1.3	-125.2	16.5	190.9	-288.5	1127.3	4179.4	4922.4	-183.1	
59.80	126.8	17.8	-17.2	1.4	-142.3	16.5	241.1	-246.6	1139.1	4815.7	6073.0	-225.6	
59.85	130.0	17.6	-4.8	1.6	-146.4	16.6	233.3	-238.7	1158.3	4914.9	6406.1	-180.9	
59.90	133.3	16.8	4.6	1.7	-143.8	16.7	242.8	-222.7	1168.6	4719.2	6311.2	-141.3	
59.95	136.5	16.5	1.3	1.8	-141.3	16.8	240.9	-142.4	1193.4	4925.8	6070.4	-146.9	
60.00	139.8	16.5	18.4	1.8	-129.5	16.9	187.6	-179.9	1194.5	4023.1	5709.4	-73.7	
60.05	143.2	16.1	21.9	1.9	-123.4	17.0	185.0	-173.7	1200.7	3325.5	5629.4	-53.9	
60.10	146.5	16.6	6.2	1.9	-122.8	17.1	210.5	-108.3	1241.7	3414.8	5541.2	-105.7	
60.15	149.8	17.5	7.0	1.9	-114.0	17.2	192.6	-123.4	1273.3	2748.8	5159.2	-93.1	
60.20	153.2	18.3	-2.0	1.9	-112.2	17.3	198.3	-90.6	1292.7	2237.6	5270.3	-121.3	
60.25	156.6	18.2	-12.1	2.0	-117.0	17.4	212.4	-68.9	1302.7	1627.7	5841.8	-160.2	
60.30	160.0	18.0	-8.4	2.0	-123.6	17.5	213.4	-121.6	1308.7	799.3	6444.1	-153.8	
60.35	163.4	18.4	-24.2	2.0	-134.2	17.5	250.7	-101.6	1328.3	1037.0	7130.3	-218.2	
60.40	166.8	18.3	-32.3	2.0	-141.0	17.6	274.9	-85.0	1345.3	1195.0	7565.0	-252.7	
60.45	170.2	18.4	-16.4	2.0	-139.0	17.7	254.1	-97.2	1344.8	789.7	7512.1	-195.8	
60.50	173.5	19.0	-15.0	2.0	-139.3	17.8	252.9	-54.5	1346.5	895.3	7564.0	-191.3	
60.55	177.0	19.3	-14.1	2.0	-140.8	17.9	258.1	-50.2	1348.6	527.0	7698.9	-189.6	
60.60	180.3	19.5	-6.1	2.0	-142.1	18.0	265.4	-27.0	1354.7	-48.0	7795.7	-163.3	
60.65	183.7	19.4	-2.8	2.0	-143.7	18.1	280.5	50.7	1366.2	-312.1	7848.9	-153.4	
60.70	187.2	19.5	6.1	2.0	-140.0	18.2	268.1	57.4	1368.7	-921.4	7551.9	-119.1	
60.75	190.6	19.9	12.0	2.0	-133.2	18.3	254.6	54.5	1373.1	-1011.8	7054.0	-92.0	
