Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	295.5	11.7	-66.7	-0.9	190.4	4.5	248.6	238.5	545.1	-4879.8	10801.5	-4.5	
50.05	298.2	11.5	-59.7	-1.1	189.5	4.4	235.7	236.6	528.3	-5045.7	10700.3	9.3	
50.10	300.9	11.4	-47.1	-1.2	188.7	4.3	222.1	237.5	513.5	-5257.6	10569.5	30.4	
50.15	303.6	11.4	-36.6	-1.0	187.4	4.3	217.6	236.2	504.0	-5284.2	10462.7	40.4	
50.20	306.2	11.5	-33.5	-0.7	184.9	4.2	218.5	221.9	495.7	-5087.9	10388.1	37.8	
50.25	308.9	11.9	-43.6	-0.7	182.7	4.2	225.3	205.6	489.9	-4742.9	10397.9	22.7	
50.30	311.6	12.1	-51.8	-0.7	181.6	4.2	234.5	194.2	487.0	-4378.7	10468.1	6.8	
50.35	314.3	12.3	-53.3	-0.7	181.3	4.1	239.0	183.7	478.9	-4105.5	10571.5	1.6	
50.40	317.0	12.5	-55.7	-0.8	181.5	4.1	241.0	174.2	464.0	-3845.9	10712.2	-1.3	
50.45	319.7	12.7	-58.0	-0.9	180.4	4.1	243.7	166.3	454.2	-3487.9	10757.4	-5.1	
50.50	322.4	12.7	-57.9	-1.0	177.0	4.0	244.0	155.5	451.8	-3110.9	10628.1	-4.6	
50.55	325.1	12.8	-55.1	-1.1	173.8	4.0	241.4	146.9	446.3	-2732.1	10500.2	-1.1	
50.60	327.7	12.8	-46.5	-1.1	172.1	3.9	236.5	134.4	433.4	-2306.8	10512.5	9.5	
50.65	330.4	12.6	-41.0	-1.0	172.7	3.9	237.6	112.7	424.1	-1813.7	10690.6	21.1	
50.70	333.1	12.3	-48.3	-1.1	175.7	3.8	250.4	88.7	425.3	-1193.5	10997.8	16.6	
50.75	335.8	12.2	-56.3	-1.2	180.8	3.8	267.5	65.5	425.1	-535.9	11406.6	7.2	
50.80	338.5	12.3	-55.1	-1.3	185.4	3.7	272.2	50.3	414.7	-60.4	11774.3	8.0	
50.85	341.1	12.4	-47.2	-1.3	188.5	3.6	268.3	40.0	402.2	261.8	12032.4	21.9	
50.90	343.8	12.8	-41.2	-1.1	191.3	3.6	267.5	28.2	396.0	512.7	12249.4	30.2	
50.95	346.5	13.3	-42.5	-1.0	193.8	3.5	269.5	19.3	394.0	758.1	12420.8	26.9	
51.00	349.1	13.5	-49.2	-0.9	196.1	3.5	268.2	15.8	387.1	946.4	12591.6	19.8	
51.05	351.8	13.2	-53.4	-1.0	198.5	3.4	265.1	5.8	377.3	1112.4	12778.3	22.5	
51.10	354.4	13.0	-58.2	-1.1	201.5	3.4	268.2	-10.8	376.7	1444.6	12964.4	19.5	
51.15	357.1	12.9	-61.1	-1.3	204.5	3.3	274.1	-26.5	381.3	1884.6	13116.3	15.1	
51.20	359.7	12.7	-60.3	-1.4	205.8	3.2	271.1	-37.9	379.1	2151.5	13180.2	17.2	
51.25	2.4	12.4	-58.6	-1.5	207.6	3.2	267.1	-44.2	371.9	2279.7	13312.4	19.8	
51.30	5.0	12.1	-56.9	-1.5	211.3	3.1	271.6	-56.7	371.1	2448.6	13545.5	16.0	
51.35	7.7	11.8	-58.1	-1.5	215.3	3.0	280.7	-72.5	377.5	2654.5	13777.8	9.1	
51.40	10.4	11.6	-61.1	-1.5	217.9	2.9	284.1	-82.0	381.3	2858.9	13913.6	12.3	
51.45	13.0	11.6	-61.0	-1.6	219.5	2.9	280.8	-87.2	379.6	2989.8	14015.6	22.3	
51.50	15.7	11.8	-62.0	-1.6	223.2	2.8	284.5	-96.4	381.6	3200.4	14238.1	17.3	
51.55	18.3	11.9	-67.5	-1.6	229.3	2.7	298.4	-113.0	392.2	3632.6	14542.3	-2.8	
51.60	21.0	11.7	-71.8	-1.6	235.0	2.6	311.5	-136.1	400.2	4090.5	14803.2	-11.5	
51.65	23.7	11.7	-74.6	-1.7	238.7	2.5	316.6	-152.1	401.3	4389.7	14968.8	-10.6	
51.70	26.3	11.5	-74.3	-1.7	241.0	2.5	317.5	-154.9	403.4	4613.6	15076.4	-13.5	
51.75	29.0	11.3	-73.4	-1.5	243.7	2.4	319.8	-164.2	409.7	4936.4	15169.6	-27.7	
51.80	31.6	11.6	-73.4	-1.3	245.6	2.3	320.8	-183.2	419.1	5307.5	15152.4	-33.3	
