Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	314.6	23.4	-61.5	-0.0	175.0	21.6	292.9	87.3	499.1	-861.4	10799.7	-37.1	
50.05	317.4	23.4	-59.9	-0.0	170.4	21.6	278.7	70.4	484.9	-453.1	10541.0	-36.1	
50.10	320.1	23.4	-62.8	-0.0	164.6	21.6	265.0	58.5	473.0	17.3	10169.4	-51.6	
50.15	322.8	23.3	33.0	0.0	-158.5	21.6	255.5	48.8	466.0	503.3	9735.1	-49.5	
50.20	325.5	22.8	37.7	0.1	-152.1	21.6	244.4	34.7	456.3	694.4	9279.4	-35.4	
50.25	328.2	23.0	44.8	0.3	-145.0	21.6	231.2	33.5	447.4	881.4	8767.8	-9.1	
50.30	330.9	23.2	48.0	0.4	-137.2	21.6	216.6	28.8	438.7	1105.9	8199.3	5.8	
50.35	333.6	23.2	45.8	0.6	-129.9	21.6	202.3	30.8	429.8	1296.2	7663.6	6.9	
50.40	336.3	22.8	43.4	0.7	-124.3	21.7	186.6	26.7	421.2	1581.0	7230.9	17.0	
50.45	339.0	22.4	38.9	0.6	-120.3	21.7	169.9	7.6	413.2	1966.0	6879.0	21.8	
50.50	341.7	22.1	33.4	0.4	-118.3	21.7	157.4	-14.0	408.2	2415.9	6618.7	21.8	
50.55	344.4	21.6	29.2	0.1	-119.1	21.7	153.4	-20.0	403.1	2759.0	6561.7	17.5	
50.60	347.0	21.7	-39.6	-0.2	122.2	21.7	155.1	-18.9	394.4	2820.0	6791.4	18.4	
50.65	349.7	22.1	-38.9	-0.3	129.9	21.7	169.8	-30.9	388.2	2837.2	7364.6	12.6	
50.70	352.4	23.0	-42.7	-0.3	141.0	21.7	197.2	-54.3	391.8	2979.7	8109.9	-9.0	
50.75	355.2	23.2	-49.1	-0.1	150.5	21.7	221.7	-71.6	397.7	3066.7	8749.5	-33.1	
50.80	357.9	23.1	-53.0	-0.0	155.5	21.7	230.8	-79.5	395.1	3001.7	9135.9	-38.7	
50.85	0.5	23.5	36.2	0.0	-157.9	21.7	229.4	-93.1	389.6	3143.9	9277.9	-40.7	
50.90	3.2	23.6	36.0	0.1	-161.5	21.7	230.8	-118.2	393.7	3697.8	9321.5	-45.0	
50.95	5.9	23.5	32.9	0.1	-165.7	21.7	233.1	-149.0	402.7	4344.7	9329.3	-59.5	
51.00	8.6	23.1	32.4	0.1	-169.2	21.7	231.8	-159.2	401.4	4750.6	9410.8	-60.8	
51.05	11.3	22.7	37.5	0.1	-172.8	21.7	231.2	-158.1	391.8	4969.9	9619.8	-39.3	
51.10	13.9	22.4	44.4	0.1	-179.3	21.7	242.0	-167.0	391.4	5271.3	9971.6	-23.2	
51.15	16.6	22.3	42.3	0.0	-188.0	21.7	263.9	-169.0	408.1	5755.6	10380.7	-32.6	
51.20	19.3	22.5	-69.5	-0.1	193.8	21.7	277.3	-167.4	423.4	6069.0	10652.9	-35.0	
51.25	22.0	22.4	-65.7	-0.2	195.9	21.7	276.4	-176.6	424.3	6196.1	10749.2	-18.4	
51.30	24.7	22.1	-64.7	-0.3	197.7	21.7	268.3	-190.8	427.9	6629.4	10646.2	-6.5	
51.35	27.4	21.9	-68.4	-0.5	201.8	21.7	260.4	-222.1	436.6	7342.4	10490.3	-11.9	
51.40	30.1	21.8	-71.8	-0.6	207.1	21.7	251.8	-251.8	442.9	8041.6	10419.4	-22.9	
51.45	32.7	21.7	-73.1	-0.6	212.9	21.6	242.1	-269.0	441.6	8636.2	10483.1	-34.1	
51.50	35.4	21.7	-69.9	-0.5	218.9	21.6	235.0	-293.5	434.9	9132.8	10613.0	-33.8	
51.55	38.1	21.5	-75.6	-0.4	223.6	21.6	232.4	-316.9	441.3	9622.7	10587.5	-53.1	
51.60	40.8	21.3	-80.0	-0.3	225.9	21.6	233.4	-327.1	458.2	10011.4	10404.2	-61.7	
51.65	43.4	21.2	-81.3	-0.3	225.2	21.5	228.2	-333.1	462.1	10198.3	10137.5	-55.6	
51.70	46.1	20.9	-81.5	-0.3	223.6	21.5	218.3	-331.1	463.0	10385.7	9800.1	-50.7	
51.75	48.7	20.9	-81.9	-0.3	223.9	21.5	215.1	-339.4	470.9	10701.4	9450.9	-53.9	
51.80	51.4	21.9	-81.2	-0.3	224.5	21.5	218.2	-350.2	486.6	11047.1	9046.8	-58.8	
51.85	54.0	21.8	-78.2	-0.2	221.6	21.5	210.8	-353.5	500.5	11196.0	8487.4	-56.9	
51.90	56.7	21.6	-74.7	-0.2	215.8	21.5	186.7	-363.4	505.4	11142.8	7824.5	-48.2	
51.95	59.4	21.4	-77.0	-0.2	211.3	21.5	163.2	-365.2	510.7	11144.9	7252.5	-51.9	
52.00	62.0	21.8	-79.4	-0.2	208.0	21.4	156.9	-352.0	524.4	11087.5	6933.0	-60.5	
52.05	64.7	22.3	-78.4	-0.2	204.1	21.4	167.7	-349.8	537.7	10736.7	6904.3	-60.7	
52.10	67.4	22.6	-82.5	-0.3	202.2	21.4	188.1	-350.6	549.2	10402.6	7085.5	-75.7	
52.15	70.2	21.8	-88.5	-0.3	199.1	21.4	201.8	-354.1	555.7	9984.1	7212.9	-101.2	
52.20	72.9	21.5	-87.6	-0.3	188.6	21.4	198.8	-346.2	564.3	9224.8	6926.0	-109.2	
52.25	75.6	21.8	-78.4	-0.4	171.0	21.4	179.7	-315.9	579.1	8234.4	6188.9	-95.1	
52.30	78.3	21.8	-64.1	-0.3	153.7	21.4	147.4	-300.9	590.3	7377.3	5266.4	-78.3	
52.35	81.0	21.7	-55.7	-0.1	142.3	21.3	114.6	-302.0	598.8	6907.0	4473.5	-72.0	
52.40	83.7	21.8	21.4	0.1	-136.3	21.3	100.7	-297.4	608.9	6652.0	4056.1	-87.8	
52.45	86.3	22.4	14.4	0.2	-132.7	21.4	102.6	-293.0	624.3	6442.2	3872.4	-100.4	
52.50	89.0	22.9	6.9	0.3	-132.3	21.4	113.1	-292.0	643.9	6405.2	3842.9	-112.3	
52.55	91.7	23.1	1.3	0.2	-133.6	21.4	119.7	-293.0	658.2	6466.5	3888.7	-120.6	
52.60	94.3	22.6	3.1	0.1	-132.5	21.4	121.1	-286.2	669.6	6379.0	3879.1	-115.4	
52.65	97.0	22.5	6.1	0.1	-129.3	21.4	123.7	-267.4	690.5	6216.7	3749.5	-103.5	
52.70	99.6	22.6	10.4	0.1	-128.3	21.4	128.7	-261.4	716.6	6200.4	3595.9	-89.1	
52.75	102.3	22.8	7.0	0.0	-130.5	21.4	131.1	-277.2	736.3	6377.2	3513.8	-98.1	
52.80	105.0	22.8	-77.3	-0.1	133.3	21.4	119.4	-292.9	751.8	6737.3	3175.8	-114.4	
52.85	107.6	22.7	-80.3	-0.3	134.1	21.4	97.0	-298.0	763.9	7052.6	2582.2	-121.5	
52.90	110.3	22.8	-76.2	-0.4	135.1	21.4	74.2	-301.1	773.3	7330.3	1959.5	-110.0	
52.95	112.9	22.4	-74.2	-0.5	140.0	21.3	59.2	-306.4	783.0	7810.8	1448.7	-107.7	
53.00	115.6	22.2	-74.8	-0.4	145.7	21.3	57.9	-317.4	791.7	8258.1	1160.9	-118.0	
53.05	118.2	22.2	-75.8	-0.3	146.5	21.3	61.5	-310.3	800.3	8362.6	908.1	-127.1	
53.10	120.8	22.7	-71.5	-0.2	141.7	21.3	63.0	-287.6	808.0	8081.7	602.7	-113.8	
53.15	123.5	23.3	-68.6	-0.2	136.4	21.3	54.4	-273.4	813.7	7747.7	77.6	-98.0	
53.20	126.1	23.8	-66.4	-0.3	134.2	21.3	38.1	-261.9	817.4	7588.9	-651.3	-82.3	
53.25	128.7	23.7	-59.6	-0.4	130.5	21.3	18.6	-241.6	816.4	7257.6	-1479.6	-61.0	
53.30	131.4	23.3	-50.7	-0.5	128.1	21.2	-2.7	-222.5	817.9	6899.6	-2329.4	-39.0	
53.35	134.0	22.5	-47.2	-0.5	126.7	21.2	-15.2	-219.7	815.8	6622.9	-2779.6	-32.9	
53.40	136.7	21.6	-50.1	-0.5	124.5	21.2	-19.9	-229.2	811.8	6355.9	-2900.2	-44.2	
53.45	139.3	21.3	-58.3	-0.6	119.9	21.1	-18.6	-223.0	814.0	5946.6	-2989.8	-71.5	
53.50	141.9	21.6	-58.8	-0.7	109.1	21.1	-15.3	-194.8	817.7	5090.4	-3030.4	-80.0	
53.55	144.6	21.9	-52.3	-0.8	94.9	21.1	-11.7	-157.1	822.0	4001.4	-2914.5	-75.3	
53.60	147.2	21.8	-52.6	-0.8	83.5	21.0	-3.3	-140.4	830.3	3198.0	-2620.8	-93.2	
53.65	149.8	21.5	-55.8	-0.8	71.0	21.0	13.9	-138.3	837.1	2403.2	-2089.1	-116.0	
53.70	152.4	22.0	-57.5	-0.9	56.1	21.0	37.4	-115.1	842.1	1572.0	-1405.5	-129.2	
53.75	155.0	22.6	-60.7	-1.1	45.2	20.9	56.5	-86.8	851.5	1038.2	-828.3	-145.3	
53.80	157.5	23.2	-65.5	-1.2	41.0	20.8	64.1	-86.8	860.1	896.6	-408.4	-170.6	
53.85	160.1	23.7	-63.0	-1.2	38.0	20.8	63.6	-87.0	867.1	730.6	-196.3	-180.3	
53.90	162.7	23.5	-49.6	-1.0	30.9	20.7	53.5	-63.1	875.0	203.2	-200.6	-157.2	
53.95	165.2	23.3	-46.5	-0.9	32.2	20.7	52.7	-39.1	882.0	-425.6	-61.4	-144.1	
54.00	167.8	23.2	-55.1	-0.9	39.9	20.6	72.4	-21.6	888.8	-849.5	487.0	-148.1	
54.05	170.4	22.7	-66.0	-1.0	50.8	20.6	112.4	-8.8	899.8	-984.7	1367.8	-161.0	
54.10	173.0	22.2	-71.7	-1.1	60.5	20.5	144.5	-5.5	914.2	-1101.7	2032.5	-170.5	
54.15	175.6	22.2	-73.0	-1.2	61.8	20.5	152.6	-9.2	920.0	-1005.4	2160.0	-182.5	
54.20	178.1	22.5	-66.1	-1.1	55.4	20.4	136.0	-12.4	914.1	-754.9	1799.2	-176.5	
54.25	180.7	22.4	-57.9	-1.1	44.3	20.4	107.7	-20.1	911.0	-377.8	1130.1	-161.3	
54.30	183.3	21.9	-52.0	-1.1	35.3	20.3	90.1	-20.4	911.0	101.7	554.2	-143.3	
54.35	185.8	21.6	-45.0	-1.1	33.2	20.3	81.8	-9.6	902.0	359.4	251.1	-120.1	
