Time[s]	Rotor azimuth angle[deg]	Hub wind speed magnitude[m/s]	ACTTORQUE1[Nm]	PITRAT1[deg/s]	PITFRIC1[kNm]	PITCH1[deg]	Blade root 1 Fx[KN]	Blade root 1 Fy[KN]	Blade root 1 Fz[KN]	Blade root 1 Mx[kNm]	Blade root 1 My[kNm]	Blade root 1 Mz[kNm]	
END_OF_HEADER
50.00	307.9	12.8	89.0	1.1	-215.7	4.9	296.5	191.3	504.9	-3470.2	13332.3	91.9	
50.05	310.6	13.2	88.2	1.0	-213.8	4.9	291.2	167.3	495.5	-2904.3	13377.9	95.2	
50.10	313.3	13.4	89.4	1.0	-215.9	5.0	296.4	142.8	485.7	-2401.9	13663.5	92.9	
50.15	316.0	13.1	86.5	1.0	-221.6	5.0	313.8	124.0	476.6	-2001.0	14146.2	80.8	
50.20	318.7	12.8	80.5	0.8	-229.2	5.1	337.1	115.0	468.6	-1745.9	14709.4	65.0	
50.25	321.4	12.3	80.0	0.7	-236.8	5.1	356.6	116.2	462.5	-1716.9	15240.7	59.7	
50.30	324.1	12.4	88.4	0.6	-244.3	5.1	371.0	120.6	456.9	-1852.5	15758.8	68.2	
50.35	326.8	12.6	96.9	0.7	-252.0	5.2	385.5	118.4	451.2	-1799.8	16315.4	73.3	
50.40	329.5	12.6	97.1	0.7	-257.9	5.2	398.6	104.0	448.2	-1376.8	16786.3	64.8	
50.45	332.2	12.8	94.4	0.8	-259.9	5.2	399.9	78.0	446.3	-730.5	16990.9	62.3	
50.50	334.9	12.8	95.2	0.7	-258.8	5.3	388.9	55.5	442.7	3.3	16966.9	72.5	
50.55	337.6	12.7	99.5	0.7	-258.1	5.3	377.6	37.0	433.5	666.2	16951.9	80.6	
50.60	340.3	12.2	103.0	0.8	-258.5	5.3	371.2	15.6	422.4	1151.1	16985.7	81.8	
50.65	343.2	11.8	119.7	0.9	-258.8	5.4	357.2	46.5	422.9	-955.0	17055.7	139.2	
50.70	346.0	11.6	113.7	1.0	-264.1	5.4	371.9	14.0	427.4	-966.8	17413.8	121.8	
50.75	348.7	11.8	91.0	0.9	-273.6	5.5	411.7	79.3	442.3	-501.3	18003.9	47.9	
50.80	351.6	11.9	134.1	1.2	-261.0	5.5	350.4	2.8	433.1	-964.8	17240.9	164.1	
50.85	354.4	12.0	125.7	1.4	-263.0	5.6	361.0	36.6	440.3	-123.9	17380.5	142.1	
50.90	357.1	12.2	102.7	1.5	-272.9	5.7	400.0	27.8	459.1	800.4	17981.6	60.0	
50.95	360.0	12.5	115.5	1.7	-271.1	5.8	379.0	-121.0	446.9	792.4	17867.9	110.6	
51.00	2.8	12.7	100.5	1.7	-277.6	5.8	405.0	-98.0	441.2	1974.6	18220.5	56.6	
51.05	5.5	12.6	85.5	1.8	-273.0	5.9	398.4	-55.5	453.0	2940.4	17766.0	12.4	
51.10	8.3	12.3	101.5	1.9	-253.7	6.0	346.4	-90.2	452.0	2908.4	16423.0	88.5	
51.15	11.1	12.1	92.5	1.9	-249.7	6.1	358.0	-39.6	470.2	3367.5	16007.4	63.4	
51.20	13.9	12.0	78.8	1.9	-247.6	6.2	360.1	-57.2	481.6	3177.9	15856.2	19.5	
51.25	16.8	11.9	84.7	1.9	-241.5	6.3	344.6	-109.5	478.1	2786.0	15475.5	46.6	
51.30	19.7	11.8	78.5	2.0	-242.3	6.4	363.5	-56.1	502.9	3492.8	15356.7	25.3	
51.35	22.5	11.7	76.6	2.0	-235.8	6.5	340.2	-80.7	532.0	3987.3	14756.9	25.8	
51.40	25.5	11.7	80.3	2.0	-233.8	6.6	327.3	-152.3	541.0	4328.1	14459.1	40.9	
51.45	28.5	11.9	68.6	2.0	-245.3	6.7	360.4	-174.6	547.2	5020.7	15030.6	-10.5	
51.50	31.4	12.4	63.4	2.0	-249.8	6.8	351.9	-240.1	549.4	5060.0	15292.9	-32.8	
51.55	34.4	12.8	68.0	2.0	-251.5	6.9	354.0	-250.3	554.5	4999.6	15421.9	-18.6	
51.60	37.3	12.9	67.1	2.0	-258.2	7.0	391.2	-190.9	570.5	5247.3	15855.3	-28.3	
51.65	40.2	12.7	68.0	2.0	-257.2	7.1	378.2	-204.5	588.0	4980.9	15860.9	-23.9	
51.70	43.1	12.1	68.5	2.0	-256.6	7.2	377.3	-214.0	603.0	4691.0	15881.0	-21.7	
51.75	46.1	11.9	66.9	2.0	-258.1	7.3	400.6	-200.7	622.5	4815.5	15899.6	-28.5	
51.80	49.0	11.9	65.8	2.0	-250.5	7.4	367.7	-229.7	647.9	5186.4	15200.7	-24.7	
51.85	51.9	12.1	62.4	2.0	-245.0	7.5	344.6	-216.3	671.7	6051.0	14495.3	-30.9	
51.90	55.0	12.4	62.8	2.0	-242.8	7.6	346.4	-202.3	683.6	6574.6	14090.4	-27.3	
51.95	58.0	12.6	62.8	2.0	-238.8	7.7	317.4	-250.2	694.6	6538.4	13751.3	-23.1	
52.00	61.0	12.4	52.4	2.0	-241.0	7.8	315.1	-269.7	712.1	6695.2	13808.8	-61.0	
52.05	64.1	12.1	47.0	2.0	-241.1	7.9	332.2	-270.5	721.6	6693.4	13765.1	-79.7	
52.10	67.2	12.0	50.9	2.0	-231.6	8.0	303.4	-276.1	742.6	6542.7	13079.8	-56.7	
52.15	70.2	11.8	49.1	2.0	-226.2	8.1	292.2	-258.3	775.6	6741.2	12554.9	-57.8	
52.20	73.3	11.4	43.2	2.0	-229.0	8.2	317.0	-280.4	789.9	7005.1	12525.1	-80.8	
52.25	76.4	10.9	36.6	2.0	-231.7	8.3	309.1	-332.0	795.0	7293.8	12495.2	-106.1	
52.30	79.4	10.5	31.7	2.0	-232.2	8.4	295.9	-332.9	807.4	7777.2	12261.5	-123.3	
52.35	82.5	9.9	36.1	2.0	-226.8	8.5	292.4	-320.5	817.8	8117.4	11571.5	-103.0	
52.40	85.5	9.9	40.1	2.0	-217.3	8.6	253.5	-318.5	834.1	8478.4	10476.9	-79.7	
52.45	88.6	10.3	38.2	2.0	-208.5	8.7	215.6	-300.9	855.3	8664.2	9564.8	-77.2	
52.50	91.7	10.9	40.4	2.0	-198.0	8.8	213.3	-292.9	868.0	8181.9	8944.2	-59.4	
52.55	94.8	10.9	39.8	2.0	-189.1	8.9	207.4	-288.3	894.5	7758.1	8418.3	-52.6	
52.60	97.8	10.6	35.5	2.0	-185.4	9.0	202.1	-271.5	929.0	7720.0	8109.8	-63.5	
52.65	101.0	10.4	34.4	2.0	-183.6	9.1	216.9	-264.9	944.9	7513.9	8075.9	-65.6	
52.70	104.1	10.9	31.7	2.0	-183.1	9.2	221.5	-262.9	960.8	7303.7	8193.1	-74.2	
52.75	107.2	11.5	25.1	2.0	-183.8	9.3	218.8	-271.7	982.6	7140.4	8370.0	-97.6	
52.80	110.4	12.0	18.8	2.0	-186.5	9.4	238.4	-300.9	995.8	6935.7	8659.7	-122.0	
52.85	113.6	12.4	12.5	2.0	-188.4	9.5	245.1	-308.2	1010.8	6894.2	8819.3	-145.4	
52.90	116.7	12.4	14.1	2.0	-183.0	9.6	223.0	-284.9	1028.7	6606.2	8631.9	-134.6	
52.95	119.9	12.4	19.6	2.0	-172.3	9.7	213.2	-247.2	1038.0	5698.1	8403.5	-104.9	
53.00	123.0	12.4	19.0	2.0	-164.9	9.8	211.9	-215.5	1052.7	4936.6	8296.0	-99.6	
53.05	126.2	12.4	16.2	2.0	-159.8	9.9	203.3	-214.2	1074.3	4529.0	8086.2	-104.1	
53.10	129.3	12.5	13.8	2.0	-153.4	10.0	208.8	-200.3	1093.4	4064.8	7793.2	-106.2	
53.15	132.5	12.7	14.0	2.0	-144.7	10.1	204.7	-153.0	1113.3	3630.5	7369.6	-96.8	
53.20	135.7	12.7	16.3	2.0	-135.9	10.2	175.5	-132.4	1129.1	3416.7	6832.4	-79.9	
53.25	138.9	13.0	12.4	2.0	-132.9	10.3	166.5	-140.0	1140.6	3385.4	6586.9	-90.4	
